"convocation","years","first_name","last_name","counter","x","y"
3,"1998-2002","Анатолій","Корчинський","1",9,9
3,"1998-2002","Леонід","Косаківський","1",10,9
3,"1998-2002","Богдан","Костинюк","1",1,10
3,"1998-2002","Денис","Костржевськй","1",2,10
3,"1998-2002","Олексій","Костусєв","1",3,10
3,"1998-2002","Василь","Кощинець","1",4,10
3,"1998-2002","Микола","Кравченко","1",5,10
3,"1998-2002","Едуард","Креч","1",6,10
3,"1998-2002","Юрій","Криворучко","1",7,10
3,"1998-2002","Сергій","Кривошея","1",8,10
3,"1998-2002","Василь","Круценко","1",9,10
3,"1998-2002","Георгій","Крючков","1",10,10
3,"1998-2002","Олександр","Кузнєцов","1",1,11
3,"1998-2002","Павло","Кузнєцов","1",2,11
3,"1998-2002","Олександр","Кулик","1",3,11
3,"1998-2002","Іван","Куньов","1",4,11
3,"1998-2002","Сергій","Курикін","1",5,11
3,"1998-2002","Микола","Кухарчук","1",6,11
3,"1998-2002","Олег","Кухарчук","1",7,11
3,"1998-2002","Валерій","Кучеренко","1",8,11
3,"1998-2002","Олексій","Кучеренко","1",9,11
3,"1998-2002","Олександр","Кушнір","1",10,11
3,"1998-2002","Микола","Кушніров","1",1,12
3,"1998-2002","Сергій","Ларін","1",2,12
3,"1998-2002","Володимир","Левцун","1",3,12
3,"1998-2002","Евген","Лешан","1",4,12
3,"1998-2002","Олександр","Лєщинський","1",5,12
3,"1998-2002","Наталія","Лимар","1",6,12
3,"1998-2002","Олег","Литвак","1",7,12
3,"1998-2002","Анатолій","Литюк","1",8,12
3,"1998-2002","Олексій","Лісогорський","1",9,12
3,"1998-2002","Віталій","Луценко","1",10,12
3,"1998-2002","Ірина","Лютікова","1",1,13
3,"1998-2002","Олена","Мазур","1",2,13
3,"1998-2002","Володимир","Мазуренко","1",3,13
3,"1998-2002","Іван","Малолітко","1",4,13
3,"1998-2002","Анатолій","Мангул","1",5,13
3,"1998-2002","Федір","Марамзін","1",6,13
3,"1998-2002","Микола","Мартиненко","1",7,13
3,"1998-2002","Валерій","Мартиновський","1",8,13
3,"1998-2002","Адам","Мартинюк","1",9,13
3,"1998-2002","Олексій","Марченко","1",10,13
3,"1998-2002","Валентин","Матвєєв","1",1,14
3,"1998-2002","Сергій","Матвієнков","1",2,14
3,"1998-2002","Петро","Мельник","1",3,14
3,"1998-2002","Орест","Мельников","1",4,14
3,"1998-2002","Сергій","Мельнічук","1",5,14
3,"1998-2002","Іван","Мигович","1",6,14
3,"1998-2002","Віктор","Мироненко","1",7,14
3,"1998-2002","Микола","Мичко","1",8,14
3,"1998-2002","Вадим","Місюра","1",9,14
3,"1998-2002","Борис","Молчанов","1",10,14
3,"1998-2002","Анатолій","Мороз","1",1,15
3,"1998-2002","Анатолій","Морозов","1",2,15
3,"1998-2002","Сергій","Москвін","1",3,15
3,"1998-2002","Анатолій","Наливайко","1",4,15
3,"1998-2002","Ігор","Насалик","1",5,15
3,"1998-2002","Олександр","Настенко","1",6,15
3,"1998-2002","Володимир","Нечипорук","1",7,15
3,"1998-2002","Анатолій","Новик","1",8,15
3,"1998-2002","Василь","Онопенко","1",9,15
3,"1998-2002","Михайло","Онуфрійчук","1",10,15
3,"1998-2002","Володимир","Оплачко","1",1,16
3,"1998-2002","Сергій","Павленко","1",2,16
3,"1998-2002","Микола","Пасєка","1",3,16
3,"1998-2002","Леонід","Пашковський","1",4,16
3,"1998-2002","Сергій","Пересунько","1",5,16
3,"1998-2002","Микола","Песоцький","1",6,16
3,"1998-2002","Віктор","Петров","1",7,16
3,"1998-2002","Олег","Петров","1",8,16
3,"1998-2002","Ігор","Пилипчук","1",9,16
3,"1998-2002","Віктор","Пінчук","1",10,16
3,"1998-2002","Ігор","Плужніков","1",1,17
3,"1998-2002","Володимир","Плютинський","1",2,17
3,"1998-2002","Сергій","Подгорний","1",3,17
3,"1998-2002","Сергій","Подобєдов","1",4,17
3,"1998-2002","Ніна","Покотило","1",5,17
3,"1998-2002","Олег","Поліщук","1",6,17
3,"1998-2002","Іван","Полюхович","1",7,17
3,"1998-2002","Сергій","Поляков","1",8,17
3,"1998-2002","Георгій","Пономаренко","1",9,17
3,"1998-2002","Георгій","Попов","1",10,17
3,"1998-2002","Петро","Порошенко","1",1,18
3,"1998-2002","Сергій","Потімков","1",2,18
3,"1998-2002","Валентина","Проценко","1",3,18
3,"1998-2002","Володимир","Пустовойтов","1",4,18
3,"1998-2002","Олександр","Пухкал","1",5,18
3,"1998-2002","Станіслав","Пхиденко","1",6,18
3,"1998-2002","Віктор","Развадовський","1",7,18
3,"1998-2002","Олексій","Ременюк","1",8,18
3,"1998-2002","Олександр","Ржавський","1",9,18
3,"1998-2002","Володимир","Рибак","1",10,18
3,"1998-2002","Сергій","Рись","1",1,19
3,"1998-2002","Петро","Романчук","1",2,19
3,"1998-2002","Зорислава","Ромовська","1",3,19
3,"1998-2002","Михайло","Савенко","1",4,19
3,"1998-2002","Василь","Салигін","1",5,19
3,"1998-2002","Юрій","Самойленко","1",6,19
3,"1998-2002","Станіслав","Сафронов","1",7,19
3,"1998-2002","Юрій","Сахно","1",8,19
3,"1998-2002","Володимир","Сацюк","1",9,19
3,"1998-2002","Олександр","Свирида","1",10,19
3,"1998-2002","Олександр","Сергієнко","1",1,20
3,"1998-2002","Михайло","Сидорчук","1",2,20
3,"1998-2002","Світлана","Синенко","1",3,20
3,"1998-2002","Костянтин","Ситник","1",4,20
3,"1998-2002","Євген","Сігал","1",5,20
3,"1998-2002","Володимир","Сімонов","1",6,20
3,"1998-2002","Василь","Сіренко","1",7,20
3,"1998-2002","Олександр","Слободян","1",8,20
3,"1998-2002","Юрій","Соломатін","1",9,20
3,"1998-2002","Сергій","Сопрун","1",10,20
3,"1998-2002","Анатолій","Станков","1",1,21
3,"1998-2002","Олександр","Старинець","1",2,21
3,"1998-2002","Владислав","Степура","1",3,21
3,"1998-2002","Володимир","Стоженко","1",4,21
3,"1998-2002","Леонід","Стрижко","1",5,21
3,"1998-2002","Анатолій","Строгов","1",6,21
3,"1998-2002","Людмила","Супрун","1",7,21
3,"1998-2002","Григорій","Суркіс","1",8,21
3,"1998-2002","Дмитро","Табачник","1",9,21
3,"1998-2002","Сергій","Танасов","1",10,21
3,"1998-2002","Леонід (Лесь)","Танюк","1",1,22
3,"1998-2002","Віктор","Таран (Терен)","1",2,22
3,"1998-2002","Ігор","Тарасюк","1",3,22
3,"1998-2002","Юлія","Тимошенко","1",4,22
3,"1998-2002","Сергій","Тихонов","1",5,22
3,"1998-2002","Павло","Тищенко","1",6,22
3,"1998-2002","Олександр","Тіщенко","1",7,22
3,"1998-2002","Іван","Ткаленко","1",8,22
3,"1998-2002","Василь","Ткачук","1",9,22
3,"1998-2002","Віктор","Ткачук","1",10,22
3,"1998-2002","Петро","Толочко","1",1,23
3,"1998-2002","Володимир","Тропін","1",2,23
3,"1998-2002","Лариса","Трофименко","1",3,23
3,"1998-2002","Олександр","Турчинов","1",4,23
3,"1998-2002","Михайло","Туш","1",5,23
3,"1998-2002","Олег","Тягнибок","1",6,23
3,"1998-2002","Геннадій","Удовенко","1",7,23
3,"1998-2002","Петро","Устенко","1",8,23
3,"1998-2002","Любов","Федоренко","1",9,23
3,"1998-2002","Костянтин","Фесенко","1",10,23
3,"1998-2002","Володимир","Фіалковський","1",1,24
3,"1998-2002","Орест","Фурдичко","1",2,24
3,"1998-2002","Віктор","Хазан","1",3,24
3,"1998-2002","Василь","Хара","1",4,24
3,"1998-2002","Василь","Хмельницький","1",5,24
3,"1998-2002","Валерій","Хорошковський","1",6,24
3,"1998-2002","Віталій","Цехмістренко","1",7,24
3,"1998-2002","Василь","Чаговець","1",8,24
3,"1998-2002","Віктор","Чайка","1",9,24
3,"1998-2002","Володимир","Чекалін","1",10,24
3,"1998-2002","Олександр","Чернічко","1",1,25
3,"1998-2002","Володимир","Черняк","1",2,25
3,"1998-2002","Сергій","Чичканов","1",3,25
3,"1998-2002","Валерій","Чичков","1",4,25
3,"1998-2002","Вячеслав","Чорновіл","1",5,25
3,"1998-2002","Олександр","Чорноволенко","1",6,25
3,"1998-2002","Рефат","Чубаров","1",7,25
3,"1998-2002","Олександр","Чубатенко","1",8,25
3,"1998-2002","Сергій","Шевчук","1",9,25
3,"1998-2002","Віталій","Шило","1",10,25
3,"1998-2002","Віктор","Шишкін","1",1,26
3,"1998-2002","Валерій","Шмаров","1",2,26
3,"1998-2002","Роман","Шмідт","1",3,26
3,"1998-2002","Олександр","Шпак","1",4,26
3,"1998-2002","Федір","Шпиг","1",5,26
3,"1998-2002","Володимир","Шпігало","1",6,26
3,"1998-2002","Валерій","Штепа","1",7,26
3,"1998-2002","Нестор","Шуфрич","1",8,26
3,"1998-2002","Володимир","Шушкевич","1",9,26
3,"1998-2002","Ольга","Юхимець","1",10,26
3,"1998-2002","Олег","Юхновський","1",1,27
3,"1998-2002","Ігор","Юшко","1",2,27
3,"1998-2002","Олексій","Ющик","1",3,27
3,"1998-2002","Микола","Янковський","1",4,27
3,"1998-2002","Володимир","Алексєєв","2",1,0
3,"1998-2002","Валерій","Альошин","2",2,0
3,"1998-2002","Валерій","Бабич","2",3,0
3,"1998-2002","Ігор","Бакай","2",4,0
3,"1998-2002","Роман","Безсмертний","2",5,0
3,"1998-2002","Іван","Білас","2",6,0
3,"1998-2002","Раїса","Богатирьова","2",7,0
3,"1998-2002","Володимир","Бондаренко","2",8,0
3,"1998-2002","Сергій","Буряк","2",9,0
3,"1998-2002","Геннадій","Васильєв","2",10,0
3,"1998-2002","Катерина","Ващук","2",1,-1
3,"1998-2002","Йосип","Вінський","2",2,-1
3,"1998-2002","Наталія","Вітренко","2",3,-1
3,"1998-2002","Лев","Глухівський","2",4,-1
3,"1998-2002","Сергій","Гмиря","2",5,-1
3,"1998-2002","Валерій","Горбатов","2",6,-1
3,"1998-2002","Валентина","Гошовська","2",7,-1
3,"1998-2002","Лілія","Григорович","2",8,-1
3,"1998-2002","Едуард","Гурвіц","2",9,-1
3,"1998-2002","Станіслав","Гуренко","2",10,-1
3,"1998-2002","Вадим","Гуров","2",1,-2
3,"1998-2002","Григорій","Довганчин","2",2,-2
3,"1998-2002","Сергій","Довгань","2",3,-2
3,"1998-2002","Геннадій","Долженко","2",4,-2
3,"1998-2002","Юрій","Донченко","2",5,-2
3,"1998-2002","Сергій","Дорогунцов","2",6,-2
3,"1998-2002","Іван","Драч","2",7,-2
3,"1998-2002","Анатолій","Дроботов","2",8,-2
3,"1998-2002","Олександр","Єльяшкевич","2",9,-2
3,"1998-2002","Анатолій","Єрмак","2",10,-2
3,"1998-2002","Валентин","Єськов","2",1,-3
3,"1998-2002","Олександр","Жир","2",2,-3
3,"1998-2002","Євген","Жовтяк","2",3,-3
3,"1998-2002","Вадим","Зачосов","2",4,-3
3,"1998-2002","Андрій","Звонарж","2",5,-3
3,"1998-2002","Валерій","Іванов","2",6,-3
3,"1998-2002","Олег","Іщенко","2",7,-3
3,"1998-2002","Юрій","Кармазін","2",8,-3
3,"1998-2002","Олександр","Карпов","2",9,-3
3,"1998-2002","Ігор","Квятковський","2",10,-3
3,"1998-2002","Іван","Кириленко","2",1,-4
3,"1998-2002","Микола","Кириченко","2",2,-4
3,"1998-2002","Сергій","Кириченко","2",3,-4
3,"1998-2002","Анатолій","Кінах","2",4,-4
3,"1998-2002","Іван","Кірімов","2",5,-4
3,"1998-2002","Сергій","Кіяшко","2",6,-4
3,"1998-2002","Михайло","Ковалко","2",7,-4
3,"1998-2002","Борис","Кожин","2",8,-4
3,"1998-2002","Ігор","Коліушко","2",9,-4
3,"1998-2002","Віктор","Кочерга","2",10,-4
3,"1998-2002","Євген","Красняков","2",1,-5
3,"1998-2002","Юрій","Крук","2",2,-5
3,"1998-2002","Микола","Лавриненко","2",3,-5
3,"1998-2002","Олександр","Лавринович","2",4,-5
3,"1998-2002","Василь","Лантух","2",5,-5
3,"1998-2002","Анатолій","Левченко","2",6,-5
3,"1998-2002","Володимир","Макеєнко","2",7,-5
3,"1998-2002","Олександр","Малєвський","2",8,-5
3,"1998-2002","Георгій","Манчуленко","2",9,-5
3,"1998-2002","Ніна","Марковська","2",10,-5
3,"1998-2002","Євген","Марчук","2",1,-6
3,"1998-2002","Олександр","Масенко","2",2,-6
3,"1998-2002","Володимир","Матвєєв","2",3,-6
3,"1998-2002","Анатолій","Матвієнко","2",4,-6
3,"1998-2002","Віктор","Медведчук","2",5,-6
3,"1998-2002","Лев","Миримський","2",6,-6
3,"1998-2002","Валерій","Мішура","2",7,-6
3,"1998-2002","Володимир","Моісеєнко","2",8,-6
3,"1998-2002","Анатолій","Мокроусов","2",9,-6
3,"1998-2002","Іван","Мусієнко","2",10,-6
3,"1998-2002","Володимир","Мухін","2",1,-7
3,"1998-2002","Станіслав","Ніколаєнко","2",2,-7
3,"1998-2002","Віктор","Омеліч","2",3,-7
3,"1998-2002","Григорій","Омельченко","2",4,-7
3,"1998-2002","Ігор","Осташ","2",5,-7
3,"1998-2002","Костянтин","Охріменко","2",6,-7
3,"1998-2002","Дмитро","Павличко","2",7,-7
3,"1998-2002","Михайло","Павловський","2",8,-7
3,"1998-2002","Омелян","Парубок","2",9,-7
3,"1998-2002","Людмила","Пасечна","2",10,-7
3,"1998-2002","Анатолій","Пейгалайнен","2",1,-8
3,"1998-2002","Володимир","Петренко","2",2,-8
3,"1998-2002","Дмитро","Петренко","2",3,-8
3,"1998-2002","Анатолій","Писаренко","2",4,-8
3,"1998-2002","Віктор","Понеділко","2",5,-8
3,"1998-2002","Іван","Попеску","2",6,-8
3,"1998-2002","Сергій","Правденко","2",7,-8
3,"1998-2002","Броніслав","Райковський","2",8,-8
3,"1998-2002","Михайло","Ратушний","2",9,-8
3,"1998-2002","Анатолій","Раханський","2",10,-8
3,"1998-2002","Віктор","Роєнко","2",1,-9
3,"1998-2002","Олександр","Рябченко","2",2,-9
3,"1998-2002","Іван","Салій","2",3,-9
3,"1998-2002","Катерина","Самойлик","2",4,-9
3,"1998-2002","Сергій","Сас","2",5,-9
3,"1998-2002","Валентина","Семенюк","2",6,-9
3,"1998-2002","Володимир","Семиноженко","2",7,-9
3,"1998-2002","Юрій","Сизенко","2",8,-9
3,"1998-2002","Петро","Симоненко","2",9,-9
3,"1998-2002","Михайло","Сирота","2",10,-9
3,"1998-2002","Сергій","Сінченко","2",1,-10
3,"1998-2002","Василь","Сінько","2",2,-10
3,"1998-2002","Євген","Смірнов","2",3,-10
3,"1998-2002","Андрій","Снігач","2",4,-10
3,"1998-2002","Вячеслав","Сокерчак","2",5,-10
3,"1998-2002","Юрій","Спіженко","2",6,-10
3,"1998-2002","Михайло","Степанов","2",7,-10
3,"1998-2002","Ярослава","Стецько","2",8,-10
3,"1998-2002","Олександр","Стоян","2",9,-10
3,"1998-2002","Віктор","Суслов","2",10,-10
3,"1998-2002","Василь","Терещук","2",1,-11
3,"1998-2002","Сергій","Терьохін","2",2,-11
3,"1998-2002","Олександр","Ткаченко","2",3,-11
3,"1998-2002","Ярослав","Федорин","2",4,-11
3,"1998-2002","Володимир","Філенко","2",5,-11
3,"1998-2002","Георгій","Філіпчук","2",6,-11
3,"1998-2002","Анатолій","Франчук","2",7,-11
3,"1998-2002","Ігор","Франчук","2",8,-11
3,"1998-2002","Анатолій","Хмельовий","2",9,-11
3,"1998-2002","Петро","Цибенко","2",10,-11
3,"1998-2002","Василь","Цушко","2",1,-12
3,"1998-2002","Олександр","Чародєєв","2",2,-12
3,"1998-2002","Олександр","Черенков","2",3,-12
3,"1998-2002","Валерій","Череп","2",4,-12
3,"1998-2002","Володимир","Черепков","2",5,-12
3,"1998-2002","Віталій","Черненко","2",6,-12
3,"1998-2002","Леонід","Черновецький","2",7,-12
3,"1998-2002","Микола","Чивюк","2",8,-12
3,"1998-2002","Іван","Чиж","2",9,-12
3,"1998-2002","Адам","Чікал","2",10,-12
3,"1998-2002","Сергій","Чукмасов","2",1,-13
3,"1998-2002","Ігор","Шаров","2",2,-13
3,"1998-2002","Віталій","Шевченко","2",3,-13
3,"1998-2002","Василь","Шепа","2",4,-13
3,"1998-2002","Наталія","Штепа","2",5,-13
3,"1998-2002","Володимир","Щербань","2",6,-13
3,"1998-2002","Олександр","Яковенко","2",7,-13
3,"1998-2002","Олександр","Бандурка","3",8,-13
3,"1998-2002","Богдан","Бойко","3",9,-13
3,"1998-2002","Олександр","Борзих","3",10,-13
3,"1998-2002","Володимир","Бортник","3",1,-14
3,"1998-2002","Сергій","Головатий","3",2,-14
3,"1998-2002","Олександр","Ємець","3",3,-14
3,"1998-2002","Іван","Заєць","3",4,-14
3,"1998-2002","Юхим","Звягільський","3",5,-14
3,"1998-2002","Юлій","Іоффе","3",6,-14
3,"1998-2002","Ярослав","Кендзьор","3",7,-14
3,"1998-2002","Михайло","Косів","3",8,-14
3,"1998-2002","Юрій","Костенко","3",9,-14
3,"1998-2002","Василь","Костицький","3",10,-14
3,"1998-2002","Леонід","Кравчук","3",1,-15
3,"1998-2002","Павло","Лазаренко","3",2,-15
3,"1998-2002","Євген","Мармазов","3",3,-15
3,"1998-2002","Володимир","Марченко","3",4,-15
3,"1998-2002","Павло","Мовчан","3",5,-15
3,"1998-2002","Олександр","Мороз","3",6,-15
3,"1998-2002","Борис","Олійник","3",7,-15
3,"1998-2002","Олег","Панасовський","3",8,-15
3,"1998-2002","Віктор","Пинзеник","3",9,-15
3,"1998-2002","Іван","Плющ","3",10,-15
3,"1998-2002","Тарас","Стецьків","3",1,-16
3,"1998-2002","Анатолій","Хунов","3",2,-16
3,"1998-2002","Василь","Червоній","3",3,-16
3,"1998-2002","Дмитро","Чобіт","3",4,-16
3,"1998-2002","Олексій","Шеховцов","3",5,-16
3,"1998-2002","Ігор","Юхновський","3",6,-16
3,"1998-2002","Володимир","Яценко","3",7,-16
4,"2002-2006","Ігор","Єремеєв","1",1,1
4,"2002-2006","Іван","Іванчо","1",2,1
4,"2002-2006","Олексій","Івченко","1",3,1
4,"2002-2006","Павло","Ігнатенко","1",4,1
4,"2002-2006","Леонід","Ісаєв","1",5,1
4,"2002-2006","Олександр","Абдуллін","1",6,1
4,"2002-2006","Володимир","Авраменко","1",7,1
4,"2002-2006","Ігор","Алексєєв","1",8,1
4,"2002-2006","В'ячеслав","Анісімов","1",9,1
4,"2002-2006","Валентин","Анастасієв","1",10,1
4,"2002-2006","Віктор","Антемюк","1",1,2
4,"2002-2006","Юрій","Артеменко","1",2,2
4,"2002-2006","Геннадій","Астров-Шумілов","1",3,2
4,"2002-2006","Владислав","Атрошенко","1",4,2
4,"2002-2006","Олександр","Біловол","1",5,2
4,"2002-2006","Оксана","Білозір","1",6,2
4,"2002-2006","Лев","Бірюк","1",7,2
4,"2002-2006","Микола","Баграєв","1",8,2
4,"2002-2006","Леонід","Байсаров","1",9,2
4,"2002-2006","Віктор","Балога","1",10,2
4,"2002-2006","Олександр","Баранівський","1",1,3
4,"2002-2006","Василь","Бартків","1",2,3
4,"2002-2006","Іван","Бастрига","1",3,3
4,"2002-2006","Михайло","Бауер","1",4,3
4,"2002-2006","Тетяна","Бахтеєва","1",5,3
4,"2002-2006","Олег","Беспалов","1",6,3
4,"2002-2006","Сергій","Бичков","1",7,3
4,"2002-2006","Віктор","Бойко","1",8,3
4,"2002-2006","Володимир","Бойко","1",9,3
4,"2002-2006","Юрій","Бойко","1",10,3
4,"2002-2006","Володимир","Бондар","1",1,4
4,"2002-2006","Григорій","Бондаренко","1",2,4
4,"2002-2006","Сергій","Бондарчук","1",3,4
4,"2002-2006","Володимир","Бронніков","1",4,4
4,"2002-2006","Сергій","Бубка","1",5,4
4,"2002-2006","Микола","Будаг'янц","1",6,4
4,"2002-2006","Степан","Бульба","1",7,4
4,"2002-2006","Олександр","Буряк","1",8,4
4,"2002-2006","Богдан","Буца","1",9,4
4,"2002-2006","Таріел","Васадзе","1",10,4
4,"2002-2006","Олександр","Васильєв","1",1,5
4,"2002-2006","Іван","Васюник","1",2,5
4,"2002-2006","Андрій","Веревський","1",3,5
4,"2002-2006","Віктор","Веретенников","1",4,5
4,"2002-2006","Іван","Вернидубов","1",5,5
4,"2002-2006","Михайло","Волинець","1",6,5
4,"2002-2006","Олександр","Волков","1",7,5
4,"2002-2006","Володимир","Воюш","1",8,5
4,"2002-2006","Ольга","Гінзбург","1",9,5
4,"2002-2006","Євген","Гірник","1",10,5
4,"2002-2006","Анатолій","Гіршфельд","1",1,6
4,"2002-2006","Іван","Гаврилюк","1",2,6
4,"2002-2006","Василь","Гаврилюк","1",3,6
4,"2002-2006","Леонід","Гадяцький","1",4,6
4,"2002-2006","Іштван","Гайдош","1",5,6
4,"2002-2006","Ернест","Галієв","1",6,6
4,"2002-2006","Микола","Гапочка","1",7,6
4,"2002-2006","Галина","Гармаш","1",8,6
4,"2002-2006","Іван","Герасимов","1",9,6
4,"2002-2006","Михайло","Гладій","1",10,6
4,"2002-2006","Василь","Гладкіх","1",1,7
4,"2002-2006","Василь","Горбаль","1",2,7
4,"2002-2006","Геннадій","Горлов","1",3,7
4,"2002-2006","Володимир","Гошовський","1",4,7
4,"2002-2006","Олександр","Грановський","1",5,7
4,"2002-2006","Леонід","Грач","1",6,7
4,"2002-2006","Олег","Грачев","1",7,7
4,"2002-2006","Анатолій","Грязєв","1",8,7
4,"2002-2006","Олег","Гуменюк","1",9,7
4,"2002-2006","Василь","Гуреєв","1",10,7
4,"2002-2006","Юрій","Діденко","1",1,8
4,"2002-2006","Людмила","Давидова","1",2,8
4,"2002-2006","Степан","Давимука","1",3,8
4,"2002-2006","Володимир","Демьохін","1",4,8
4,"2002-2006","Леонід","Деркач","1",5,8
4,"2002-2006","Мустафа","Джемілєв","1",6,8
4,"2002-2006","Валентин","Дзонь","1",7,8
4,"2002-2006","Петро","Димінський","1",8,8
4,"2002-2006","Михайло","Добкін","1",9,8
4,"2002-2006","Станіслав","Довгий","1",10,8
4,"2002-2006","Тарас","Довгий","1",1,9
4,"2002-2006","Анатолій","Доманський","1",2,9
4,"2002-2006","Віктор","Драчевський","1",3,9
4,"2002-2006","В'ячеслав","Дубицький","1",4,9
4,"2002-2006","Давид","Жванія","1",5,9
4,"2002-2006","Павло","Жебрівський","1",6,9
4,"2002-2006","Костянтин","Жеваго","1",7,9
4,"2002-2006","Сергій","Жижко","1",8,9
4,"2002-2006","Олег","Зімін","1",9,9
4,"2002-2006","Олександр","Зінченко","1",10,9
4,"2002-2006","Віктор","Заічко","1",1,10
4,"2002-2006","Володимир","Заєць","1",2,10
4,"2002-2006","Борис","Загрева","1",3,10
4,"2002-2006","Олександр","Задорожній","1",4,10
4,"2002-2006","Валерія","Заклунна-Мироненко","1",5,10
4,"2002-2006","Володимир","Заплатинський","1",6,10
4,"2002-2006","Олег","Зарубінський","1",7,10
4,"2002-2006","Тетяна","Засуха","1",8,10
4,"2002-2006","Роман","Зварич","1",9,10
4,"2002-2006","Микола","Злочевський","1",10,10
4,"2002-2006","Володимир","Зубанов","1",1,11
4,"2002-2006","Михайло","Зубець","1",2,11
4,"2002-2006","Валентин","Зубов","1",3,11
4,"2002-2006","Сергій","Кіроянц","1",4,11
4,"2002-2006","Антон","Кіссе","1",5,11
4,"2002-2006","Леонід","Каденюк","1",6,11
4,"2002-2006","Василь","Калінчук","1",7,11
4,"2002-2006","Григорій","Калетнік","1",8,11
4,"2002-2006","Ігор","Кальніченко","1",9,11
4,"2002-2006","Віктор","Капустін","1",10,11
4,"2002-2006","Олег","Каратуманов","1",1,12
4,"2002-2006","Сергій","Касьянов","1",2,12
4,"2002-2006","Микола","Катеринчук","1",3,12
4,"2002-2006","Зарема","Катушева","1",4,12
4,"2002-2006","Павло","Качур","1",5,12
4,"2002-2006","Валерій","Келестин","1",6,12
4,"2002-2006","Олександр","Кеменяш","1",7,12
4,"2002-2006","Віктор","Кириллов","1",8,12
4,"2002-2006","Людмила","Кириченко","1",9,12
4,"2002-2006","Олександр","Кисельов","1",10,12
4,"2002-2006","Леонід","Клімов","1",1,13
4,"2002-2006","Анатолій","Клименко","1",2,13
4,"2002-2006","Андрій","Клюєв","1",3,13
4,"2002-2006","Ольга","Кобець","1",4,13
4,"2002-2006","Вячеслав","Коваль","1",5,13
4,"2002-2006","Олексій","Козаченко","1",6,13
4,"2002-2006","Анатолій","Козловський","1",7,13
4,"2002-2006","Микола","Колісник","1",8,13
4,"2002-2006","Олександр","Колоніарі","1",9,13
4,"2002-2006","Микола","Комар","1",10,13
4,"2002-2006","Євген","Константинов","1",1,14
4,"2002-2006","Віталій","Корж","1",2,14
4,"2002-2006","Олексій","Корсаков","1",3,14
4,"2002-2006","Станіслав","Косінов","1",4,14
4,"2002-2006","Олександр","Косьяненко","1",5,14
4,"2002-2006","Микола","Круглов","1",6,14
4,"2002-2006","Микола","Круць","1",7,14
4,"2002-2006","Петро","Кузьменко","1",8,14
4,"2002-2006","Олександр","Кузьмук","1",9,14
4,"2002-2006","Анатолій","Кукоба","1",10,14
4,"2002-2006","Микола","Кульчинський","1",1,15
4,"2002-2006","Іван","Курас","1",2,15
4,"2002-2006","Микола","Лісін","1",3,15
4,"2002-2006","Євген","Лапін","1",4,15
4,"2002-2006","Валерій","Лебедівський","1",5,15
4,"2002-2006","Олексій","Лелюк","1",6,15
4,"2002-2006","Володимир","Лещенко","1",7,15
4,"2002-2006","Володимир","Литвин","1",8,15
4,"2002-2006","Михайло","Лобода","1",9,15
4,"2002-2006","Олег","Лукашук","1",10,15
4,"2002-2006","Юрій","Луценко","1",1,16
4,"2002-2006","Анатолій","Льовін","1",2,16
4,"2002-2006","Ксенія","Ляпіна","1",3,16
4,"2002-2006","Віталій","Майко","1",4,16
4,"2002-2006","Володимир","Майстришин","1",5,16
4,"2002-2006","Олексій","Малиновський","1",6,16
4,"2002-2006","Марія","Маркуш","1",7,16
4,"2002-2006","Олександр","Марченко","1",8,16
4,"2002-2006","Павло","Матвієнко","1",9,16
4,"2002-2006","Едуард","Матвійчук","1",10,16
4,"2002-2006","Микола","Мельников","1",1,17
4,"2002-2006","Валентин","Мельничук","1",2,17
4,"2002-2006","Михайло","Мельничук","1",3,17
4,"2002-2006","Володимир","Мовчан","1",4,17
4,"2002-2006","Володимир","Мойсик","1",5,17
4,"2002-2006","Леонід","Мордовець","1",6,17
4,"2002-2006","Олександр","Морозов","1",7,17
4,"2002-2006","Нвєр","Мхітарян","1",8,17
4,"2002-2006","Василь","Надрага","1",9,17
4,"2002-2006","Володимир","Наконечний","1",10,17
4,"2002-2006","Олег","Немировський","1",1,18
4,"2002-2006","Володимир","Новак","1",2,18
4,"2002-2006","Микола","Носенко","1",3,18
4,"2002-2006","Микола","Нощенко","1",4,18
4,"2002-2006","Микола","Одайник","1",5,18
4,"2002-2006","Петро","Олійник","1",6,18
4,"2002-2006","Сергій","Олексіюк","1",7,18
4,"2002-2006","Олег","Олексенко","1",8,18
4,"2002-2006","Віталій","Олуйко","1",9,18
4,"2002-2006","Олександр","Омельченко","1",10,18
4,"2002-2006","Микола","Оніщук","1",1,19
4,"2002-2006","Анатолій","Оржаховський","1",2,19
4,"2002-2006","Сергій","Осика","1",3,19
4,"2002-2006","Юрій","Павленко","1",4,19
4,"2002-2006","Микола","Павлюк","1",5,19
4,"2002-2006","Володимир","Пак","1",6,19
4,"2002-2006","Михайло","Папієв","1",7,19
4,"2002-2006","Олександр","Пеклушенко","1",8,19
4,"2002-2006","Володимир","Петренко","1",9,19
4,"2002-2006","Анатолій","Писаренко","1",10,19
4,"2002-2006","Петро","Писарчук","1",1,20
4,"2002-2006","Ігор","Плохой","1",2,20
4,"2002-2006","Ігор","Плужников","1",3,20
4,"2002-2006","Андрій","Полііт","1",4,20
4,"2002-2006","Кирило","Поліщук","1",5,20
