"convocation","gender","last_name","first_name","year","label","years"
3,1,"Шепа","Василь",1931,2,"1998-2002"
3,1,"Звягільський","Юхим",1933,1,"1998-2002"
3,1,"Ткачук","Василь",1933,2,"1998-2002"
3,1,"Шпігало","Володимир",1933,3,"1998-2002"
3,1,"Косів","Михайло",1934,1,"1998-2002"
3,1,"Кравчук","Леонід",1934,2,"1998-2002"
3,1,"Строгов","Анатолій",1934,3,"1998-2002"
3,1,"Дайнеко","Леонід",1935,1,"1998-2002"
3,1,"Куньов","Іван",1935,2,"1998-2002"
3,1,"Олійник","Борис",1935,3,"1998-2002"
3,1,"Франчук","Анатолій",1935,4,"1998-2002"
3,1,"Гуренко","Станіслав",1936,1,"1998-2002"
3,1,"Драч","Іван",1936,2,"1998-2002"
3,1,"Бандурка","Олександр",1937,1,"1998-2002"
3,1,"Гуров","Вадим",1937,2,"1998-2002"
3,1,"Константинов","Евген",1937,3,"1998-2002"
3,1,"Луценко","Віталій",1937,4,"1998-2002"
3,1,"Соломатін","Юрій",1937,5,"1998-2002"
3,1,"Шило","Віталій",1937,6,"1998-2002"
3,1,"Волковський","Анатолій",1938,1,"1998-2002"
3,1,"Мармазов","Євген",1938,2,"1998-2002"
3,1,"Степура","Владислав",1938,3,"1998-2002"
3,1,"Танюк","Леонід (Лесь)",1938,4,"1998-2002"
3,1,"Толочко","Петро",1938,5,"1998-2002"
3,1,"Чорновіл","Вячеслав",1938,6,"1998-2002"
3,1,"Білорус","Олег",1939,1,"1998-2002"
3,1,"Гусак","Леонід",1939,2,"1998-2002"
3,1,"Кочерга","Віктор",1939,3,"1998-2002"
3,1,"Марамзін","Федір",1939,4,"1998-2002"
3,1,"Мовчан","Павло",1939,5,"1998-2002"
3,1,"Пономаренко","Георгій",1939,6,"1998-2002"
3,1,"Раханський","Анатолій",1939,7,"1998-2002"
3,1,"Сінько","Василь",1939,8,"1998-2002"
3,1,"Ткаченко","Олександр",1939,9,"1998-2002"
3,2,"Ведмідь","Аліна",1940,1,"1998-2002"
3,2,"Ромовська","Зорислава",1940,2,"1998-2002"
3,1,"Долженко","Геннадій",1940,3,"1998-2002"
3,1,"Іоффе","Юлій",1940,4,"1998-2002"
3,1,"Кирильчук","Євген",1940,5,"1998-2002"
3,1,"Кондратенко","Анатолій",1940,6,"1998-2002"
3,1,"Круценко","Василь",1940,7,"1998-2002"
3,1,"Панасовський","Олег",1940,8,"1998-2002"
3,1,"Парубок","Омелян",1940,9,"1998-2002"
3,1,"Хунов","Анатолій",1940,10,"1998-2002"
3,1,"Череп","Валерій",1940,11,"1998-2002"
3,1,"Аннєнков","Єгор",1941,1,"1998-2002"
3,1,"Зачосов","Вадим",1941,2,"1998-2002"
3,1,"Кендзьор","Ярослав",1941,3,"1998-2002"
3,1,"Крук","Юрій",1941,4,"1998-2002"
3,1,"Марчук","Євген",1941,5,"1998-2002"
3,1,"Мішура","Валерій",1941,6,"1998-2002"
3,1,"Омеліч","Віктор",1941,7,"1998-2002"
3,1,"Плющ","Іван",1941,8,"1998-2002"
3,1,"Пхиденко","Станіслав",1941,9,"1998-2002"
3,1,"Сіренко","Василь",1941,10,"1998-2002"
3,1,"Таран (Терен)","Віктор",1941,11,"1998-2002"
3,1,"Черняк","Володимир",1941,12,"1998-2002"
3,1,"Бокий","Іван",1942,1,"1998-2002"
3,1,"Глухівський","Лев",1942,2,"1998-2002"
3,1,"Мигович","Іван",1942,3,"1998-2002"
3,1,"Павловський","Михайло",1942,4,"1998-2002"
3,1,"Станков","Анатолій",1942,5,"1998-2002"
3,1,"Стоженко","Володимир",1942,6,"1998-2002"
3,1,"Аніщук","Володимир",1943,1,"1998-2002"
3,1,"Джемілев","Мустафа",1943,2,"1998-2002"
3,1,"Кірімов","Іван",1943,3,"1998-2002"
3,1,"Малолітко","Іван",1943,4,"1998-2002"
3,1,"Матвєєв","Валентин",1943,5,"1998-2002"
3,1,"Матвєєв","Володимир",1943,6,"1998-2002"
3,1,"Мельников","Орест",1943,7,"1998-2002"
3,1,"Мокроусов","Анатолій",1943,8,"1998-2002"
3,1,"Мусієнко","Іван",1943,9,"1998-2002"
3,1,"Салій","Іван",1943,10,"1998-2002"
3,1,"Стоян","Олександр",1943,11,"1998-2002"
3,1,"Туш","Михайло",1943,12,"1998-2002"
3,1,"Василенко","Анатолій",1944,1,"1998-2002"
3,1,"Ковалко","Михайло",1944,2,"1998-2002"
3,1,"Кожин","Борис",1944,3,"1998-2002"
3,1,"Козак","Ярослав",1944,4,"1998-2002"
3,1,"Малєвський","Олександр",1944,5,"1998-2002"
3,1,"Мороз","Олександр",1944,6,"1998-2002"
3,1,"Писаренко","Анатолій",1944,7,"1998-2002"
3,1,"Янковський","Микола",1944,8,"1998-2002"
3,1,"Кравченко","Микола",1945,1,"1998-2002"
3,1,"Кушніров","Микола",1945,2,"1998-2002"
3,1,"Онуфрійчук","Михайло",1945,3,"1998-2002"
3,1,"Пейгалайнен","Анатолій",1945,4,"1998-2002"
3,1,"Черненко","Віталій",1945,5,"1998-2002"
3,1,"Шмаров","Валерій",1945,6,"1998-2002"
3,2,"Безугла","Людмила",1946,1,"1998-2002"
3,1,"Кушнір","Олександр",1946,2,"1998-2002"
3,1,"Мироненко","Віктор",1946,3,"1998-2002"
3,1,"Пасєка","Микола",1946,4,"1998-2002"
3,1,"Попов","Георгій",1946,5,"1998-2002"
3,1,"Рибак","Володимир",1946,6,"1998-2002"
3,1,"Сінченко","Сергій",1946,7,"1998-2002"
3,1,"Штепа","Валерій",1946,8,"1998-2002"
3,2,"Ващук","Катерина",1947,1,"1998-2002"
3,2,"Марковська","Ніна",1947,2,"1998-2002"
3,2,"Покотило","Ніна",1947,3,"1998-2002"
3,1,"Бережний","Віктор",1947,4,"1998-2002"
3,1,"Буйко","Георгій",1947,5,"1998-2002"
3,1,"Давидов","Володимир",1947,6,"1998-2002"
3,1,"Іванов","Валерій",1947,7,"1998-2002"
3,1,"Кожевніков","Борис",1947,8,"1998-2002"
3,1,"Оплачко","Володимир",1947,9,"1998-2002"
3,1,"Петренко","Володимир",1947,10,"1998-2002"
3,1,"Петров","Віктор",1947,11,"1998-2002"
3,1,"Сергієнко","Олександр",1947,12,"1998-2002"
3,1,"Сімонов","Володимир",1947,13,"1998-2002"
3,1,"Смірнов","Євген",1947,14,"1998-2002"
3,1,"Сокерчак","Вячеслав",1947,15,"1998-2002"
3,1,"Фесенко","Костянтин",1947,16,"1998-2002"
3,1,"Хазан","Віктор",1947,17,"1998-2002"
3,1,"Хара","Василь",1947,18,"1998-2002"
3,1,"Черепков","Володимир",1947,19,"1998-2002"
3,1,"Чікал","Адам",1947,20,"1998-2002"
3,1,"Ющик","Олексій",1947,21,"1998-2002"
3,2,"Александровська","Алла",1948,1,"1998-2002"
3,2,"Гошовська","Валентина",1948,2,"1998-2002"
3,2,"Пасечна","Людмила",1948,3,"1998-2002"
3,2,"Проценко","Валентина",1948,4,"1998-2002"
3,2,"Юхимець","Ольга",1948,5,"1998-2002"
3,1,"Агафонов","Микола",1948,6,"1998-2002"
3,1,"Баулін","Павло",1948,7,"1998-2002"
3,1,"Гурвіц","Едуард",1948,8,"1998-2002"
3,1,"Довганчин","Григорій",1948,9,"1998-2002"
3,1,"Єськов","Валентин",1948,10,"1998-2002"
3,1,"Єхануров","Юрій",1948,11,"1998-2002"
3,1,"Король","Віктор",1948,12,"1998-2002"
3,1,"Креч","Едуард",1948,13,"1998-2002"
3,1,"Кухарчук","Олег",1948,14,"1998-2002"
3,1,"Кучеренко","Валерій",1948,15,"1998-2002"
3,1,"Лавриненко","Микола",1948,16,"1998-2002"
3,1,"Мичко","Микола",1948,17,"1998-2002"
3,1,"Пустовойтов","Володимир",1948,18,"1998-2002"
3,1,"Пухкал","Олександр",1948,19,"1998-2002"
3,1,"Снігач","Андрій",1948,20,"1998-2002"
3,1,"Стрижко","Леонід",1948,21,"1998-2002"
3,1,"Чаговець","Василь",1948,22,"1998-2002"
3,1,"Чекалін","Володимир",1948,23,"1998-2002"
3,1,"Чернічко","Олександр",1948,24,"1998-2002"
3,2,"Клочко","Марія",1949,1,"1998-2002"
3,2,"Федоренко","Любов",1949,2,"1998-2002"
3,1,"Бабурін","Олексій",1949,3,"1998-2002"
3,1,"Борзов","Валерій",1949,4,"1998-2002"
3,1,"Бортник","Володимир",1949,5,"1998-2002"
3,1,"Єщенко","Володимир",1949,6,"1998-2002"
3,1,"Карпов","Олександр",1949,7,"1998-2002"
3,1,"Кафарський","Володимир",1949,8,"1998-2002"
3,1,"Ключковський","Юрій",1949,9,"1998-2002"
3,1,"Литвак","Олег",1949,10,"1998-2002"
3,1,"Литюк","Анатолій",1949,11,"1998-2002"
3,1,"Масенко","Олександр",1949,12,"1998-2002"
3,1,"Молчанов","Борис",1949,13,"1998-2002"
3,1,"Мороз","Анатолій",1949,14,"1998-2002"
3,1,"Мухін","Володимир",1949,15,"1998-2002"
3,1,"Нечипорук","Володимир",1949,16,"1998-2002"
3,1,"Новик","Анатолій",1949,17,"1998-2002"
3,1,"Онопенко","Василь",1949,18,"1998-2002"
3,1,"Охріменко","Костянтин",1949,19,"1998-2002"
3,1,"Понеділко","Віктор",1949,20,"1998-2002"
3,1,"Правденко","Сергій",1949,21,"1998-2002"
3,1,"Роєнко","Віктор",1949,22,"1998-2002"
3,1,"Савенко","Михайло",1949,23,"1998-2002"
3,1,"Самойленко","Юрій",1949,24,"1998-2002"
3,1,"Суркіс","Григорій",1949,25,"1998-2002"
3,1,"Цибенко","Петро",1949,26,"1998-2002"
3,1,"Чичков","Валерій",1949,27,"1998-2002"
3,2,"Трофименко","Лариса",1950,1,"1998-2002"
3,1,"Арабаджи","Володимир",1950,2,"1998-2002"
3,1,"Борзих","Олександр",1950,3,"1998-2002"
3,1,"Власов","Володимир",1950,4,"1998-2002"
3,1,"Грачов","Олег",1950,5,"1998-2002"
3,1,"Гудима","Олександр",1950,6,"1998-2002"
3,1,"Кирил","Володимир",1950,7,"1998-2002"
3,1,"Кононов","Віталій",1950,8,"1998-2002"
3,1,"Косаківський","Леонід",1950,9,"1998-2002"
3,1,"Кощинець","Василь",1950,10,"1998-2002"
3,1,"Левченко","Анатолій",1950,11,"1998-2002"
3,1,"Мартинюк","Адам",1950,12,"1998-2002"
3,1,"Семиноженко","Володимир",1950,13,"1998-2002"
3,1,"Спіженко","Юрій",1950,14,"1998-2002"
3,1,"Тіщенко","Олександр",1950,15,"1998-2002"
3,1,"Тропін","Володимир",1950,16,"1998-2002"
3,1,"Філіпчук","Георгій",1950,17,"1998-2002"
3,1,"Щербань","Володимир",1950,18,"1998-2002"
3,2,"Вітренко","Наталія",1951,1,"1998-2002"
3,2,"Самойлик","Катерина",1951,2,"1998-2002"
3,2,"Штепа","Наталія",1951,3,"1998-2002"
3,1,"Баранчик","Іван",1951,4,"1998-2002"
3,1,"Білик","Анатолій",1951,5,"1998-2002"
3,1,"Бойчук","Іван",1951,6,"1998-2002"
3,1,"Борщевський","Віктор",1951,7,"1998-2002"
3,1,"Гуцол","Михайло",1951,8,"1998-2002"
3,1,"Дроботов","Анатолій",1951,9,"1998-2002"
3,1,"Іщенко","Олексій",1951,10,"1998-2002"
3,1,"Костенко","Юрій",1951,11,"1998-2002"
3,1,"Омельченко","Григорій",1951,12,"1998-2002"
3,1,"Петренко","Дмитро",1951,13,"1998-2002"
3,1,"Сидорчук","Михайло",1951,14,"1998-2002"
3,1,"Тищенко","Павло",1951,15,"1998-2002"
3,1,"Черновецький","Леонід",1951,16,"1998-2002"
3,1,"Шмідт","Роман",1951,17,"1998-2002"
3,1,"Яценко","Володимир",1951,18,"1998-2002"
3,1,"Блохін","Олег",1952,1,"1998-2002"
3,1,"Бондаренко","Володимир",1952,2,"1998-2002"
3,1,"Буждиган","Пилип",1952,3,"1998-2002"
3,1,"Гавриш","Степан",1952,4,"1998-2002"
3,1,"Гаркуша","Олексій",1952,5,"1998-2002"
3,1,"Довгань","Сергій",1952,6,"1998-2002"
3,1,"Заєць","Іван",1952,7,"1998-2002"
3,1,"Іванов","Сергій",1952,8,"1998-2002"
3,1,"Корчинський","Анатолій",1952,9,"1998-2002"
3,1,"Кухарчук","Микола",1952,10,"1998-2002"
3,1,"Левцун","Володимир",1952,11,"1998-2002"
3,1,"Мангул","Анатолій",1952,12,"1998-2002"
3,1,"Пересунько","Сергій",1952,13,"1998-2002"
3,1,"Симоненко","Петро",1952,14,"1998-2002"
3,1,"Степанов","Михайло",1952,15,"1998-2002"
3,1,"Фурдичко","Орест",1952,16,"1998-2002"
3,1,"Хмельовий","Анатолій",1952,17,"1998-2002"
3,1,"Чиж","Іван",1952,18,"1998-2002"
3,1,"Чичканов","Сергій",1952,19,"1998-2002"
3,1,"Чобіт","Дмитро",1952,20,"1998-2002"
3,1,"Шпак","Олександр",1952,21,"1998-2002"
3,1,"Яковенко","Олександр",1952,22,"1998-2002"
3,2,"Богатирьова","Раїса",1953,1,"1998-2002"
3,1,"Алексєєв","Володимир",1953,2,"1998-2002"
3,1,"Асадчев","Валерій",1953,3,"1998-2002"
3,1,"Бабич","Валерій",1953,4,"1998-2002"
3,1,"Беспалий","Борис",1953,5,"1998-2002"
3,1,"Білас","Іван",1953,6,"1998-2002"
3,1,"Богатиренко","Анатолій",1953,7,"1998-2002"
3,1,"Васильєв","Геннадій",1953,8,"1998-2002"
3,1,"Донченко","Юрій",1953,9,"1998-2002"
3,1,"Квятковський","Ігор",1953,10,"1998-2002"
3,1,"Кузнєцов","Олександр",1953,11,"1998-2002"
3,1,"Кулик","Олександр",1953,12,"1998-2002"
3,1,"Лазаренко","Павло",1953,13,"1998-2002"
3,1,"Марченко","Володимир",1953,14,"1998-2002"
3,1,"Матвієнко","Анатолій",1953,15,"1998-2002"
3,1,"Поляков","Сергій",1953,16,"1998-2002"
3,1,"Рябченко","Олександр",1953,17,"1998-2002"
3,1,"Шишкін","Віктор",1953,18,"1998-2002"
3,2,"Бєлоусова","Ірина",1954,1,"1998-2002"
3,1,"Бойко","Богдан",1954,2,"1998-2002"
3,1,"Гмиря","Сергій",1954,3,"1998-2002"
3,1,"Головатий","Сергій",1954,4,"1998-2002"
3,1,"Ківалов","Сергій",1954,5,"1998-2002"
3,1,"Кінах","Анатолій",1954,6,"1998-2002"
3,1,"Кіяшко","Сергій",1954,7,"1998-2002"
3,1,"Костусєв","Олексій",1954,8,"1998-2002"
3,1,"Кузнєцов","Павло",1954,9,"1998-2002"
3,1,"Лантух","Василь",1954,10,"1998-2002"
3,1,"Лісогорський","Олексій",1954,11,"1998-2002"
3,1,"Мазуренко","Володимир",1954,12,"1998-2002"
3,1,"Медведчук","Віктор",1954,13,"1998-2002"
3,1,"Москвін","Сергій",1954,14,"1998-2002"
3,1,"Пинзеник","Віктор",1954,15,"1998-2002"
3,1,"Полюхович","Іван",1954,16,"1998-2002"
3,1,"Потімков","Сергій",1954,17,"1998-2002"
3,1,"Сахно","Юрій",1954,18,"1998-2002"
3,1,"Черенков","Олександр",1954,19,"1998-2002"
3,1,"Шевченко","Віталій",1954,20,"1998-2002"
3,2,"Бондаренко","Олена",1955,1,"1998-2002"
3,1,"Гаврилов","Ігор",1955,2,"1998-2002"
3,1,"Горбатов","Валерій",1955,3,"1998-2002"
3,1,"Єрмак","Анатолій",1955,4,"1998-2002"
3,1,"Журавський","Віталій",1955,5,"1998-2002"
3,1,"Кононенко","Юрій",1955,6,"1998-2002"
3,1,"Мартиновський","Валерій",1955,7,"1998-2002"
3,1,"Марченко","Олексій",1955,8,"1998-2002"
3,1,"Морозов","Анатолій",1955,9,"1998-2002"
3,1,"Сігал","Євген",1955,10,"1998-2002"
3,1,"Суслов","Віктор",1955,11,"1998-2002"
3,1,"Танасов","Сергій",1955,12,"1998-2002"
3,1,"Ткаленко","Іван",1955,13,"1998-2002"
3,1,"Федорин","Ярослав",1955,14,"1998-2002"
3,1,"Філенко","Володимир",1955,15,"1998-2002"
3,1,"Чародєєв","Олександр",1955,16,"1998-2002"
3,1,"Чорноволенко","Олександр",1955,17,"1998-2002"
3,1,"Чукмасов","Сергій",1955,18,"1998-2002"
3,1,"Шевчук","Сергій",1955,19,"1998-2002"
3,1,"Андресюк","Борис",1956,1,"1998-2002"
3,1,"Вінський","Йосип",1956,2,"1998-2002"
3,1,"Іщенко","Олег",1956,3,"1998-2002"
3,1,"Кириленко","Іван",1956,4,"1998-2002"
3,1,"Костицький","Василь",1956,5,"1998-2002"
3,1,"Лавринович","Олександр",1956,6,"1998-2002"
3,1,"Моісеєнко","Володимир",1956,7,"1998-2002"
3,1,"Наливайко","Анатолій",1956,8,"1998-2002"
3,1,"Настенко","Олександр",1956,9,"1998-2002"
3,1,"Ніколаєнко","Станіслав",1956,10,"1998-2002"
3,1,"Павленко","Сергій",1956,11,"1998-2002"
3,1,"Песоцький","Микола",1956,12,"1998-2002"
3,1,"Подгорний","Сергій",1956,13,"1998-2002"
3,1,"Подобєдов","Сергій",1956,14,"1998-2002"
3,1,"Ременюк","Олексій",1956,15,"1998-2002"
3,1,"Сафронов","Станіслав",1956,16,"1998-2002"
3,1,"Сизенко","Юрій",1956,17,"1998-2002"
3,1,"Сирота","Михайло",1956,18,"1998-2002"
3,1,"Слободян","Олександр",1956,19,"1998-2002"
3,1,"Шпиг","Федір",1956,20,"1998-2002"
3,2,"Григорович","Лілія",1957,1,"1998-2002"
3,2,"Семенюк","Валентина",1957,2,"1998-2002"
3,1,"Альохін","Володимир",1957,3,"1998-2002"
3,1,"Альошин","Валерій",1957,4,"1998-2002"
3,1,"Бондарчук","Олександр",1957,5,"1998-2002"
3,1,"Гриневецький","Сергій",1957,6,"1998-2002"
3,1,"Жердицький","Віктор",1957,7,"1998-2002"
3,1,"Жир","Олександр",1957,8,"1998-2002"
3,1,"Кармазін","Юрій",1957,9,"1998-2002"
3,1,"Матвієнков","Сергій",1957,10,"1998-2002"
3,1,"Мельник","Петро",1957,11,"1998-2002"
3,1,"Райковський","Броніслав",1957,12,"1998-2002"
3,1,"Романчук","Петро",1957,13,"1998-2002"
3,1,"Салигін","Василь",1957,14,"1998-2002"
3,1,"Сас","Сергій",1957,15,"1998-2002"
3,1,"Терещук","Василь",1957,16,"1998-2002"
3,1,"Чубаров","Рефат",1957,17,"1998-2002"
3,1,"Шеховцов","Олексій",1957,18,"1998-2002"
3,2,"Лимар","Наталія",1958,1,"1998-2002"
3,1,"Акопян","Валерій",1958,2,"1998-2002"
3,1,"Ананко","Євген",1958,3,"1998-2002"
3,1,"Кирюшин","Ігор",1958,4,"1998-2002"
3,1,"Костинюк","Богдан",1958,5,"1998-2002"
3,1,"Плужніков","Ігор",1958,6,"1998-2002"
3,1,"Рись","Сергій",1958,7,"1998-2002"
3,1,"Червоній","Василь",1958,8,"1998-2002"
3,1,"Бродський","Михайло",1959,1,"1998-2002"
3,1,"Данильчук","Олександр",1959,2,"1998-2002"
3,1,"Ємець","Олександр",1959,3,"1998-2002"
3,1,"Кириченко","Микола",1959,4,"1998-2002"
3,1,"Кривошея","Сергій",1959,5,"1998-2002"
3,1,"Курикін","Сергій",1959,6,"1998-2002"
3,1,"Осташ","Ігор",1959,7,"1998-2002"
3,1,"Пашковський","Леонід",1959,8,"1998-2002"
3,1,"Развадовський","Віктор",1959,9,"1998-2002"
3,1,"Ржавський","Олександр",1959,10,"1998-2002"
3,2,"Богословська","Інна",1960,1,"1998-2002"
3,2,"Мазур","Олена",1960,2,"1998-2002"
3,2,"Тимошенко","Юлія",1960,3,"1998-2002"
3,1,"Габер","Микола",1960,4,"1998-2002"
3,1,"Джоджик","Ярослав",1960,5,"1998-2002"
3,1,"Єдін","Олександр",1960,6,"1998-2002"
3,1,"Квят","Вячеслав",1960,7,"1998-2002"
3,1,"Красняков","Євген",1960,8,"1998-2002"
3,1,"Миримський","Лев",1960,9,"1998-2002"
3,1,"Петров","Олег",1960,10,"1998-2002"
3,1,"Пінчук","Віктор",1960,11,"1998-2002"
3,1,"Устенко","Петро",1960,12,"1998-2002"
3,1,"Чубатенко","Олександр",1960,13,"1998-2002"
3,2,"Антоньєва","Ганна",1961,1,"1998-2002"
3,1,"Балашов","Геннадій",1961,2,"1998-2002"
3,1,"Горбачов","Віктор",1961,3,"1998-2002"
3,1,"Жовтяк","Євген",1961,4,"1998-2002"
3,1,"Кириченко","Сергій",1961,5,"1998-2002"
3,1,"Кучеренко","Олексій",1961,6,"1998-2002"
3,1,"Мартиненко","Микола",1961,7,"1998-2002"
3,1,"Пилипчук","Ігор",1961,8,"1998-2002"
3,1,"Тихонов","Сергій",1961,9,"1998-2002"
3,1,"Шаров","Ігор",1961,10,"1998-2002"
3,1,"Юшко","Ігор",1961,11,"1998-2002"
3,1,"Корнійчук","Ігор",1962,1,"1998-2002"
3,1,"Ларін","Сергій",1962,2,"1998-2002"
3,1,"Місюра","Вадим",1962,3,"1998-2002"
3,1,"Насалик","Ігор",1962,4,"1998-2002"
3,1,"Ратушний","Михайло",1962,5,"1998-2002"
3,1,"Чайка","Віктор",1962,6,"1998-2002"
3,1,"Юхновський","Олег",1962,7,"1998-2002"
3,1,"Бакай","Ігор",1963,1,"1998-2002"
3,1,"Губський","Богдан",1963,2,"1998-2002"
3,1,"Дашутін","Григорій",1963,3,"1998-2002"
3,1,"Манчуленко","Георгій",1963,4,"1998-2002"
3,1,"Сацюк","Володимир",1963,5,"1998-2002"
3,1,"Табачник","Дмитро",1963,6,"1998-2002"
3,1,"Терьохін","Сергій",1963,7,"1998-2002"
3,1,"Цушко","Василь",1963,8,"1998-2002"
3,2,"Синенко","Світлана",1964,1,"1998-2002"
3,1,"Горошкевич","Олександр",1964,2,"1998-2002"
3,1,"Коломойцев-Рибалка","Валерій",1964,3,"1998-2002"
3,1,"Лєщинський","Олександр",1964,4,"1998-2002"
3,1,"Попеску","Іван",1964,5,"1998-2002"
3,1,"Стецьків","Тарас",1964,6,"1998-2002"
3,1,"Турчинов","Олександр",1964,7,"1998-2002"
3,1,"Чивюк","Микола",1964,8,"1998-2002"
3,2,"Лютікова","Ірина",1965,1,"1998-2002"
3,2,"Супрун","Людмила",1965,2,"1998-2002"
3,1,"Безсмертний","Роман",1965,3,"1998-2002"
3,1,"Єльяшкевич","Олександр",1965,4,"1998-2002"
3,1,"Коліушко","Ігор",1965,5,"1998-2002"
3,1,"Кондратевський","Сергій",1965,6,"1998-2002"
3,1,"Макеєнко","Володимир",1965,7,"1998-2002"
3,1,"Порошенко","Петро",1965,8,"1998-2002"
3,1,"Ткачук","Віктор",1965,9,"1998-2002"
3,1,"Фіалковський","Володимир",1965,10,"1998-2002"
3,1,"Цехмістренко","Віталій",1965,11,"1998-2002"
3,1,"Шушкевич","Володимир",1965,12,"1998-2002"
3,1,"Буряк","Сергій",1966,1,"1998-2002"
3,1,"Коновалюк","Валерій",1966,2,"1998-2002"
3,1,"Криворучко","Юрій",1966,3,"1998-2002"
3,1,"Хмельницький","Василь",1966,4,"1998-2002"
3,1,"Шуфрич","Нестор",1966,5,"1998-2002"
3,1,"Голуб","Олександр",1967,1,"1998-2002"
3,1,"Деркач","Андрій",1967,2,"1998-2002"
3,1,"Ковач","Микола",1967,3,"1998-2002"
3,1,"Мельнічук","Сергій",1967,4,"1998-2002"
3,1,"Свирида","Олександр",1967,5,"1998-2002"
3,1,"Сопрун","Сергій",1967,6,"1998-2002"
3,1,"Тарасюк","Ігор",1967,7,"1998-2002"
3,1,"Білоус","Артур",1968,1,"1998-2002"
3,1,"Кириленко","В'ячеслав",1968,2,"1998-2002"
3,1,"Костржевськй","Денис",1968,3,"1998-2002"
3,1,"Поліщук","Олег",1968,4,"1998-2002"
3,1,"Тягнибок","Олег",1968,5,"1998-2002"
3,1,"Франчук","Ігор",1968,6,"1998-2002"
3,1,"Хорошковський","Валерій",1969,1,"1998-2002"
3,1,"Старинець","Олександр",1970,1,"1998-2002"
3,1,"Лешан","Евген",1975,1,"1998-2002"
3,1,"Звонарж","Андрій",1976,1,"1998-2002"
4,2,"Стецько","Ярослава",1920,1,"2002-2006"
4,1,"Герасимов","Іван",1921,1,"2002-2006"
4,1,"Анастасієв","Валентин",1925,1,"2002-2006"
4,1,"Юхновський","Ігор",1925,2,"2002-2006"
4,1,"Ситник","Костянтин",1926,1,"2002-2006"
4,1,"Лук'яненко","Левко",1927,1,"2002-2006"
4,1,"Плютинський","Володимир",1927,2,"2002-2006"
4,1,"Дорогунцов","Сергій",1929,1,"2002-2006"
4,1,"Крючков","Георгій",1929,2,"2002-2006"
4,1,"Павличко","Дмитро",1929,3,"2002-2006"
4,1,"Устенко","Олександр",1930,1,"2002-2006"
4,1,"Сподаренко","Іван",1931,1,"2002-2006"
4,1,"Удовенко","Геннадій",1931,2,"2002-2006"
4,1,"Звягільський","Юхим",1933,1,"2002-2006"
4,1,"Косів","Михайло",1934,1,"2002-2006"
4,1,"Кравчук","Леонід",1934,2,"2002-2006"
4,1,"Пак","Володимир",1934,3,"2002-2006"
4,1,"Будаг'янц","Микола",1935,1,"2002-2006"
4,1,"Олійник","Борис",1935,2,"2002-2006"
4,1,"Франчук","Анатолій",1935,3,"2002-2006"
4,1,"Гуренко","Станіслав",1936,1,"2002-2006"
4,1,"Драч","Іван",1936,2,"2002-2006"
4,1,"Майко","Віталій",1936,3,"2002-2006"
4,1,"Федорчук","Ярослав",1936,4,"2002-2006"
4,1,"Ісаєв","Леонід",1937,1,"2002-2006"
4,1,"Астров-Шумілов","Геннадій",1937,2,"2002-2006"
4,1,"Бандурка","Олександр",1937,3,"2002-2006"
4,1,"Бастрига","Іван",1937,4,"2002-2006"
4,1,"Гуров","Вадим",1937,5,"2002-2006"
4,1,"Константинов","Євген",1937,6,"2002-2006"
4,1,"Потебенько","Михайло",1937,7,"2002-2006"
4,1,"Родіонов","Михайло",1937,8,"2002-2006"
4,1,"Соломатін","Юрій",1937,9,"2002-2006"
4,1,"Стребко","Станіслав",1937,10,"2002-2006"
4,1,"Хмара","Степан",1937,11,"2002-2006"
4,1,"Бойко","Володимир",1938,1,"2002-2006"
4,1,"Зубець","Михайло",1938,2,"2002-2006"
4,1,"Корж","Віталій",1938,3,"2002-2006"
4,1,"Танюк","Леонід",1938,4,"2002-2006"
4,1,"Толочко","Петро",1938,5,"2002-2006"
4,1,"Білорус","Олег",1939,1,"2002-2006"
4,1,"Вернигора","Леонід",1939,2,"2002-2006"
4,1,"Деркач","Леонід",1939,3,"2002-2006"
4,1,"Доманський","Анатолій",1939,4,"2002-2006"
4,1,"Курас","Іван",1939,5,"2002-2006"
4,1,"Мовчан","Павло",1939,6,"2002-2006"
4,1,"Пєхота","Володимир",1939,7,"2002-2006"
4,1,"Петренко","Володимир",1939,8,"2002-2006"
4,1,"Пономаренко","Георгій",1939,9,"2002-2006"
4,1,"Раханський","Анатолій",1939,10,"2002-2006"
4,1,"Ткаченко","Олександр",1939,11,"2002-2006"
4,1,"Іоффе","Юлій",1940,1,"2002-2006"
4,1,"Веретенников","Віктор",1940,2,"2002-2006"
4,1,"Жулинський","Микола",1940,3,"2002-2006"
4,1,"Кирильчук","Євген",1940,4,"2002-2006"
4,1,"Лобода","Михайло",1940,5,"2002-2006"
4,1,"Павлюк","Микола",1940,6,"2002-2006"
4,1,"Панасовський","Олег",1940,7,"2002-2006"
4,1,"Парубок","Омелян",1940,8,"2002-2006"
4,1,"Євдокимов","Валерій",1941,1,"2002-2006"
4,1,"Бондаренко","Григорій",1941,2,"2002-2006"
4,1,"Грязєв","Анатолій",1941,3,"2002-2006"
4,1,"Калінчук","Василь",1941,4,"2002-2006"
4,1,"Кендзьор","Ярослав",1941,5,"2002-2006"
4,1,"Климпуш","Орест",1941,6,"2002-2006"
4,1,"Крук","Юрій",1941,7,"2002-2006"
