"convocation","gender","last_name","first_name","year","label","years"
5,1,"Ющенко","Петро",1946,10,"2006-2007"
5,1,"Азаров","Микола",1947,1,"2006-2007"
5,1,"Бондар","Володимир",1947,2,"2006-2007"
5,1,"Васадзе","Таріел",1947,3,"2006-2007"
5,1,"Глусь","Степан",1947,4,"2006-2007"
5,1,"Гнатенко","Лев",1947,5,"2006-2007"
5,1,"Давимука","Степан",1947,6,"2006-2007"
5,1,"Демянко","Микола",1947,7,"2006-2007"
5,1,"Дончак","Володимир",1947,8,"2006-2007"
5,1,"Кальченко","Валерій",1947,9,"2006-2007"
5,1,"Кульчинський","Микола",1947,10,"2006-2007"
5,1,"Оплачко","Володимир",1947,11,"2006-2007"
5,1,"Павленко","Едуард",1947,12,"2006-2007"
5,1,"Савосін","Геннадій",1947,13,"2006-2007"
5,1,"Садовий","Микола",1947,14,"2006-2007"
5,1,"Скибінецький","Олександр",1947,15,"2006-2007"
5,1,"Хара","Василь",1947,16,"2006-2007"
5,2,"Александровська","Алла",1948,1,"2006-2007"
5,1,"Євтухов","Василь",1948,2,"2006-2007"
5,1,"Єхануров","Юрій",1948,3,"2006-2007"
5,1,"Біба","Василь",1948,4,"2006-2007"
5,1,"Грач","Леонід",1948,5,"2006-2007"
5,1,"Кисельов","Василь",1948,6,"2006-2007"
5,1,"Колоцей","Юрій",1948,7,"2006-2007"
5,1,"Король","Віктор",1948,8,"2006-2007"
5,1,"Кузьменко","Сергій",1948,9,"2006-2007"
5,1,"Кукоба","Анатолій",1948,10,"2006-2007"
5,1,"Мельничук","Михайло",1948,11,"2006-2007"
5,1,"Потапов","Василь",1948,12,"2006-2007"
5,1,"Руднік","Анатолій",1948,13,"2006-2007"
5,1,"Шибко","Віталій",1948,14,"2006-2007"
5,1,"Шкутяк","Зіновій",1948,15,"2006-2007"
5,2,"Єгоренко","Тамара",1949,1,"2006-2007"
5,2,"Кириченко","Людмила",1949,2,"2006-2007"
5,1,"Бабурін","Олексій",1949,3,"2006-2007"
5,1,"Видрін","Дмитро",1949,4,"2006-2007"
5,1,"Джига","Микола",1949,5,"2006-2007"
5,1,"Калетнік","Григорій",1949,6,"2006-2007"
5,1,"Ключковський","Юрій",1949,7,"2006-2007"
5,1,"Літвінов","Володимир",1949,8,"2006-2007"
5,1,"Ландік","Володимир",1949,9,"2006-2007"
5,1,"Онопенко","Василь",1949,10,"2006-2007"
5,1,"Полохало","Володимир",1949,11,"2006-2007"
5,1,"Радзієвський","Олексій",1949,12,"2006-2007"
5,1,"Сербін","Юрій",1949,13,"2006-2007"
5,1,"Скубашевський","Станіслав",1949,14,"2006-2007"
5,1,"Тарасюк","Борис",1949,15,"2006-2007"
5,1,"Тихонов","Віктор",1949,16,"2006-2007"
5,1,"Фесенко","Леонід",1949,17,"2006-2007"
5,1,"Цибенко","Петро",1949,18,"2006-2007"
5,1,"Чичков","Валерій",1949,19,"2006-2007"
5,2,"Гармаш","Галина",1950,1,"2006-2007"
5,1,"Борзих","Олександр",1950,2,"2006-2007"
5,1,"Бульба","Степан",1950,3,"2006-2007"
5,1,"Замковенко","Микола",1950,4,"2006-2007"
5,1,"Круглов","Микола",1950,5,"2006-2007"
5,1,"Лапін","Євген",1950,6,"2006-2007"
5,1,"Мітрошкін","Ігор",1950,7,"2006-2007"
5,1,"Малишев","Володимир",1950,8,"2006-2007"
5,1,"Мартинюк","Адам",1950,9,"2006-2007"
5,1,"Петрук","Микола",1950,10,"2006-2007"
5,1,"Пригодський","Антон",1950,11,"2006-2007"
5,1,"Рижук","Сергій",1950,12,"2006-2007"
5,1,"Толстенко","Володимир",1950,13,"2006-2007"
5,1,"Шлемко","Дмитро",1950,14,"2006-2007"
5,1,"Янукович","Віктор",1950,15,"2006-2007"
5,2,"Ковальова","Юлія",1951,1,"2006-2007"
5,2,"Самойлик","Катерина",1951,2,"2006-2007"
5,1,"Антіпов","Олег",1951,3,"2006-2007"
5,1,"Болдирєв","Юрій",1951,4,"2006-2007"
5,1,"Борщевський","Віктор",1951,5,"2006-2007"
5,1,"Васильєв","Олександр",1951,6,"2006-2007"
5,1,"Вернидубов","Іван",1951,7,"2006-2007"
5,1,"Гасюк","Петро",1951,8,"2006-2007"
5,1,"Заплатинський","Володимир",1951,9,"2006-2007"
5,1,"Куровський","Іван",1951,10,"2006-2007"
5,1,"Кушнарьов","Євгеній",1951,11,"2006-2007"
5,1,"Лукашук","Олег",1951,12,"2006-2007"
5,1,"Мордовець","Леонід",1951,13,"2006-2007"
5,1,"Омельченко","Григорій",1951,14,"2006-2007"
5,1,"Пачесюк","Сергій",1951,15,"2006-2007"
5,1,"Сільченко","Василь",1951,16,"2006-2007"
5,1,"Сухий","Ярослав",1951,17,"2006-2007"
5,1,"Тарасов","Володимир",1951,18,"2006-2007"
5,1,"Гладій","Михайло",1952,1,"2006-2007"
5,1,"Гуреєв","Василь",1952,2,"2006-2007"
5,1,"Демидко","Володимир",1952,3,"2006-2007"
5,1,"Зварич","Ігор",1952,4,"2006-2007"
5,1,"Круць","Микола",1952,5,"2006-2007"
5,1,"Кунченко","Олексій",1952,6,"2006-2007"
5,1,"Лановий","Володимир",1952,7,"2006-2007"
5,1,"Левцун","Володимир",1952,8,"2006-2007"
5,1,"Наконечний","Володимир",1952,9,"2006-2007"
5,1,"Петров","Борис",1952,10,"2006-2007"
5,1,"Разгоняєв","Михайло",1952,11,"2006-2007"
5,1,"Романюк","Микола",1952,12,"2006-2007"
5,1,"Ружицький","Антон",1952,13,"2006-2007"
5,1,"Сивульський","Микола",1952,14,"2006-2007"
5,1,"Симоненко","Петро",1952,15,"2006-2007"
5,1,"Слаута","Віктор",1952,16,"2006-2007"
5,2,"Бахтеєва","Тетяна",1953,1,"2006-2007"
5,2,"Богатирьова","Раїса",1953,2,"2006-2007"
5,1,"Іванов","Володимир",1953,3,"2006-2007"
5,1,"Беспалий","Борис",1953,4,"2006-2007"
5,1,"Вечерко","Володимир",1953,5,"2006-2007"
5,1,"Гусаров","Сергій",1953,6,"2006-2007"
5,1,"Зварич","Роман",1953,7,"2006-2007"
5,1,"Клімов","Леонід",1953,8,"2006-2007"
5,1,"Корж","Павло",1953,9,"2006-2007"
5,1,"Матвієнко","Анатолій",1953,10,"2006-2007"
5,1,"Петрик","Петро",1953,11,"2006-2007"
5,1,"Сулковський","Павло",1953,12,"2006-2007"
5,1,"Тулуб","Сергій",1953,13,"2006-2007"
5,1,"Урбанський","Ігор",1953,14,"2006-2007"
5,1,"Черноморов","Олександр",1953,15,"2006-2007"
5,1,"Чечетов","Михайло",1953,16,"2006-2007"
5,2,"Шишкіна","Зоя",1954,1,"2006-2007"
5,1,"Єфремов","Олександр",1954,2,"2006-2007"
5,1,"Гірник","Євген",1954,3,"2006-2007"
5,1,"Головатий","Сергій",1954,4,"2006-2007"
5,1,"Дарда","Олександр",1954,5,"2006-2007"
5,1,"Довгий","Станіслав",1954,6,"2006-2007"
5,1,"Ківалов","Сергій",1954,7,"2006-2007"
5,1,"Кінах","Анатолій",1954,8,"2006-2007"
5,1,"Карпук","Володимир",1954,9,"2006-2007"
5,1,"Костусєв","Олексій",1954,10,"2006-2007"
5,1,"Кузьменко","Петро",1954,11,"2006-2007"
5,1,"Маньковський","Григорій",1954,12,"2006-2007"
5,1,"Мироненко","Михайло",1954,13,"2006-2007"
5,1,"Одайник","Микола",1954,14,"2006-2007"
5,1,"Пеклушенко","Олександр",1954,15,"2006-2007"
5,1,"Потімков","Сергій",1954,16,"2006-2007"
5,1,"Савчук","Олександр",1954,17,"2006-2007"
5,1,"Сушкевич","Валерій",1954,18,"2006-2007"
5,1,"Фалько","Володимир",1954,19,"2006-2007"
5,1,"Цапюк","Степан",1954,20,"2006-2007"
5,1,"Швець","Віктор",1954,21,"2006-2007"
5,2,"Бондаренко","Олена",1955,1,"2006-2007"
5,2,"Горбенко","Наталія",1955,2,"2006-2007"
5,1,"Баранівський","Олександр",1955,3,"2006-2007"
5,1,"Бондар","Олександр",1955,4,"2006-2007"
5,1,"Воропаєв","Юрій",1955,5,"2006-2007"
5,1,"Камчатний","Валерій",1955,6,"2006-2007"
5,1,"Логвиненко","Олексій",1955,7,"2006-2007"
5,1,"Макієнко","Володимир",1955,8,"2006-2007"
5,1,"Оробець","Юрій",1955,9,"2006-2007"
5,1,"Осика","Сергій",1955,10,"2006-2007"
5,1,"Писарчук","Петро",1955,11,"2006-2007"
5,1,"Сігал","Євген",1955,12,"2006-2007"
5,1,"Сафіуллін","Равіль",1955,13,"2006-2007"
5,1,"Чорноволенко","Олександр",1955,14,"2006-2007"
5,1,"Чукмасов","Сергій",1955,15,"2006-2007"
5,1,"Шевчук","Сергій",1955,16,"2006-2007"
5,1,"Єресько","Ігор",1956,1,"2006-2007"
5,1,"Вінський","Йосип",1956,2,"2006-2007"
5,1,"Волинець","Михайло",1956,3,"2006-2007"
5,1,"Демчишен","Василь",1956,4,"2006-2007"
5,1,"Кириленко","Іван",1956,5,"2006-2007"
5,1,"Козуб","Олександр",1956,6,"2006-2007"
5,1,"Малиновський","Олексій",1956,7,"2006-2007"
5,1,"Ніколаєнко","Станіслав",1956,8,"2006-2007"
5,1,"Наливайко","Анатолій",1956,9,"2006-2007"
5,1,"Римарук","Олександр",1956,10,"2006-2007"
5,1,"Сокирко","Микола",1956,11,"2006-2007"
5,1,"Шпиг","Федір",1956,12,"2006-2007"
5,2,"Білозір","Оксана",1957,1,"2006-2007"
5,2,"Григорович","Лілія",1957,2,"2006-2007"
5,2,"Карпачова","Ніна",1957,3,"2006-2007"
5,2,"Кондратьєва","Тетяна",1957,4,"2006-2007"
5,2,"Прокопович","Наталія",1957,5,"2006-2007"
5,2,"Семенюк","Валентина",1957,6,"2006-2007"
5,1,"Борисов","Валерій",1957,7,"2006-2007"
5,1,"Зубанов","Володимир",1957,8,"2006-2007"
5,1,"Корж","Віктор",1957,9,"2006-2007"
5,1,"Курило","Віталій",1957,10,"2006-2007"
5,1,"Ледида","Олександр",1957,11,"2006-2007"
5,1,"Матвієнков","Сергій",1957,12,"2006-2007"
5,1,"Мельник","Петро",1957,13,"2006-2007"
5,1,"Мойсик","Володимир",1957,14,"2006-2007"
5,1,"Олійник","Володимир",1957,15,"2006-2007"
5,1,"Оніщук","Микола",1957,16,"2006-2007"
5,1,"Сас","Сергій",1957,17,"2006-2007"
5,1,"Червонописький","Сергій",1957,18,"2006-2007"
5,1,"Чубаров","Рефат",1957,19,"2006-2007"
5,1,"Яковина","Микола",1957,20,"2006-2007"
5,2,"Герасим'юк","Ольга",1958,1,"2006-2007"
5,1,"Джарти","Василь",1958,2,"2006-2007"
5,1,"Зубик","Володимир",1958,3,"2006-2007"
5,1,"Колесніченко","Вадим",1958,4,"2006-2007"
5,1,"Костинюк","Богдан",1958,5,"2006-2007"
5,1,"Куйбіда","Василь",1958,6,"2006-2007"
5,1,"Лисов","Ігор",1958,7,"2006-2007"
5,1,"Полянчич","Михайло",1958,8,"2006-2007"
5,1,"Скубенко","Володимир",1958,9,"2006-2007"
5,1,"Стретович","Володимир",1958,10,"2006-2007"
5,1,"Якименко","Микола",1958,11,"2006-2007"
5,2,"Герман","Ганна",1959,1,"2006-2007"
5,1,"Данілін","Микола",1959,2,"2006-2007"
5,1,"Кічатий","Юрій",1959,3,"2006-2007"
5,1,"Козак","Володимир",1959,4,"2006-2007"
5,1,"Курпіль","Степан",1959,5,"2006-2007"
5,1,"Лещенко","Віктор",1959,6,"2006-2007"
5,1,"Майборода","Сергій",1959,7,"2006-2007"
5,1,"Муц","Орест",1959,8,"2006-2007"
5,1,"Піскун","Святослав",1959,9,"2006-2007"
5,1,"Рябека","Олександр",1959,10,"2006-2007"
5,1,"Сенченко","Андрій",1959,11,"2006-2007"
5,2,"Богашева","Наталія",1960,1,"2006-2007"
5,2,"Вітенко","Олена",1960,2,"2006-2007"
5,2,"Денісова","Людмила",1960,3,"2006-2007"
5,2,"Тимошенко","Юлія",1960,4,"2006-2007"
5,1,"Єдін","Олександр",1960,5,"2006-2007"
5,1,"Алексєєв","Ігор",1960,6,"2006-2007"
5,1,"Зімін","Євген",1960,7,"2006-2007"
5,1,"Забзалюк","Роман",1960,8,"2006-2007"
5,1,"Заблоцький","Віталій",1960,9,"2006-2007"
5,1,"Кальцев","Сергій",1960,10,"2006-2007"
5,1,"Мендусь","Ярослав",1960,11,"2006-2007"
5,1,"Немиря","Григорій",1960,12,"2006-2007"
5,1,"Одарченко","Юрій",1960,13,"2006-2007"
5,1,"Поживанов","Михайло",1960,14,"2006-2007"
5,1,"Присяжнюк","Микола",1960,15,"2006-2007"
5,1,"Радковський","Олег",1960,16,"2006-2007"
5,1,"Сівкович","Володимир",1960,17,"2006-2007"
5,1,"Семинога","Анатолій",1960,18,"2006-2007"
5,1,"Фельдман","Олександр",1960,19,"2006-2007"
5,1,"Шкляр","Володимир",1960,20,"2006-2007"
5,2,"Антипенко","Ірина",1961,1,"2006-2007"
5,1,"Аржевітін","Станіслав",1961,2,"2006-2007"
5,1,"Аркаллаєв","Нуруліслам",1961,3,"2006-2007"
5,1,"Білий","Олексій",1961,4,"2006-2007"
5,1,"Берташ","Василь",1961,5,"2006-2007"
5,1,"Бичков","Сергій",1961,6,"2006-2007"
5,1,"Грицак","Василь",1961,7,"2006-2007"
5,1,"Гуменюк","Ігор",1961,8,"2006-2007"
5,1,"Кальніченко","Ігор",1961,9,"2006-2007"
5,1,"Кріль","Ігор",1961,10,"2006-2007"
5,1,"Кучеренко","Олексій",1961,11,"2006-2007"
5,1,"Личук","Володимир",1961,12,"2006-2007"
5,1,"Мартиненко","Микола",1961,13,"2006-2007"
5,1,"Мельник","Станіслав",1961,14,"2006-2007"
5,1,"Сандлер","Дмитро",1961,15,"2006-2007"
5,1,"Смітюх","Григорій",1961,16,"2006-2007"
5,1,"Чмирь","Сергій",1961,17,"2006-2007"
5,2,"Стасів","Любов",1962,1,"2006-2007"
5,1,"Абдуллін","Олександр",1962,2,"2006-2007"
5,1,"Андрос","Сергій",1962,3,"2006-2007"
5,1,"Богачук","Василь",1962,4,"2006-2007"
5,1,"Воротнюк","Ігор",1962,5,"2006-2007"
5,1,"Гончаров","Михайло",1962,6,"2006-2007"
5,1,"Горбатюк","Анатолій",1962,7,"2006-2007"
5,1,"Данілов","Олексій",1962,8,"2006-2007"
5,1,"Деревляний","Василь",1962,9,"2006-2007"
5,1,"Жебрівський","Павло",1962,10,"2006-2007"
5,1,"Зубко","Юрій",1962,11,"2006-2007"
5,1,"Калашніков","Олег",1962,12,"2006-2007"
5,1,"Козаченко","Олексій",1962,13,"2006-2007"
5,1,"Колесніков","Борис",1962,14,"2006-2007"
5,1,"Кравчук","Петро",1962,15,"2006-2007"
5,1,"Ларін","Сергій",1962,16,"2006-2007"
5,1,"Лебедєв","Павло",1962,17,"2006-2007"
5,1,"Лопушанський","Андрій",1962,18,"2006-2007"
5,1,"Прасолов","Ігор",1962,19,"2006-2007"
5,1,"Сокіл","Андрій",1962,20,"2006-2007"
5,1,"Солтус","Павло",1962,21,"2006-2007"
5,1,"Федун","Олексій",1962,22,"2006-2007"
5,1,"Чертков","Юрій",1962,23,"2006-2007"
5,1,"Івченко","Олексій",1963,1,"2006-2007"
5,1,"Артеменко","Юрій",1963,2,"2006-2007"
5,1,"Бурлаков","Павло",1963,3,"2006-2007"
5,1,"В'язівський","Володимир",1963,4,"2006-2007"
5,1,"Губський","Богдан",1963,5,"2006-2007"
5,1,"Зейналов","Едуард",1963,6,"2006-2007"
5,1,"Кожара","Леонід",1963,7,"2006-2007"
5,1,"Кравцов","Олександр",1963,8,"2006-2007"
5,1,"Матвійчук","Едуард",1963,9,"2006-2007"
5,1,"Момот","Сергій",1963,10,"2006-2007"
5,1,"Терьохін","Сергій",1963,11,"2006-2007"
5,1,"Цушко","Василь",1963,12,"2006-2007"
5,1,"Шкіль","Андрій",1963,13,"2006-2007"
5,2,"Засуха","Тетяна",1964,1,"2006-2007"
5,2,"Ляпіна","Ксенія",1964,2,"2006-2007"
5,1,"Баграєв","Микола",1964,3,"2006-2007"
5,1,"Бондик","Валерій",1964,4,"2006-2007"
5,1,"Волков","Олександр",1964,5,"2006-2007"
5,1,"Горошкевич","Олександр",1964,6,"2006-2007"
5,1,"Келестин","Валерій",1964,7,"2006-2007"
5,1,"Клюєв","Андрій",1964,8,"2006-2007"
5,1,"Лісін","Микола",1964,9,"2006-2007"
5,1,"Лєщинський","Олександр",1964,10,"2006-2007"
5,1,"Лук'янов","Владислав",1964,11,"2006-2007"
5,1,"Надоша","Олег",1964,12,"2006-2007"
5,1,"Попеску","Іван",1964,13,"2006-2007"
5,1,"Ткаченко","Володимир",1964,14,"2006-2007"
5,1,"Томенко","Микола",1964,15,"2006-2007"
5,1,"Турчинов","Олександр",1964,16,"2006-2007"
5,1,"Чорновіл","Тарас",1964,17,"2006-2007"
5,1,"Шенцев","Дмитро",1964,18,"2006-2007"
5,1,"Ядуха","Василь",1964,19,"2006-2007"
5,2,"Боднар","Ольга",1965,1,"2006-2007"
5,1,"Ілляшов","Григорій",1965,2,"2006-2007"
5,1,"Безсмертний","Роман",1965,3,"2006-2007"
5,1,"Кеменяш","Олександр",1965,4,"2006-2007"
5,1,"Кожем'якін","Андрій",1965,5,"2006-2007"
5,1,"Макеєнко","Володимир",1965,6,"2006-2007"
5,1,"Плотніков","Олексій",1965,7,"2006-2007"
5,1,"Порошенко","Петро",1965,8,"2006-2007"
5,1,"Саламатін","Дмитро",1965,9,"2006-2007"
5,1,"Шкіра","Ігор",1965,10,"2006-2007"
5,1,"Шкіря","Ігор",1965,11,"2006-2007"
5,2,"Левченко","Катерина",1966,1,"2006-2007"
5,1,"Ахметов","Рінат",1966,2,"2006-2007"
5,1,"Буряк","Сергій",1966,3,"2006-2007"
5,1,"Жиденко","Ігор",1966,4,"2006-2007"
5,1,"Злочевський","Микола",1966,5,"2006-2007"
5,1,"Зозуля","Руслан",1966,6,"2006-2007"
5,1,"Ковзель","Микола",1966,7,"2006-2007"
5,1,"Корнійчук","Євген",1966,8,"2006-2007"
5,1,"Костенко","Павло",1966,9,"2006-2007"
5,1,"Пашинський","Сергій",1966,10,"2006-2007"
5,1,"Хмельницький","Василь",1966,11,"2006-2007"
5,1,"Цюрко","Петро",1966,12,"2006-2007"
5,2,"Вершиніна","Інга",1967,1,"2006-2007"
5,2,"Лабунська","Анжеліка",1967,2,"2006-2007"
5,1,"Бондаренко","Віктор",1967,3,"2006-2007"
5,1,"Голуб","Олександр",1967,4,"2006-2007"
5,1,"Деркач","Андрій",1967,5,"2006-2007"
5,1,"Довгий","Тарас",1967,6,"2006-2007"
5,1,"Жванія","Давид",1967,7,"2006-2007"
5,1,"Каракай","Юрій",1967,8,"2006-2007"
5,1,"Касянюк","Олександр",1967,9,"2006-2007"
5,1,"Катеринчук","Микола",1967,10,"2006-2007"
5,1,"Климець","Павло",1967,11,"2006-2007"
5,1,"Куренной","Володимир",1967,12,"2006-2007"
5,1,"Марущенко","Володимир",1967,13,"2006-2007"
5,1,"Рудьковський","Микола",1967,14,"2006-2007"
5,2,"Шустік","Олена",1968,1,"2006-2007"
5,1,"Волга","Василь",1968,2,"2006-2007"
5,1,"Забарський","Владислав",1968,3,"2006-2007"
5,1,"Кілінкаров","Спірідон",1968,4,"2006-2007"
5,1,"Кириленко","В'ячеслав",1968,5,"2006-2007"
5,1,"Ковтуненко","Олександр",1968,6,"2006-2007"
5,1,"Козаков","Ігор",1968,7,"2006-2007"
5,1,"Омельченко","Олександр",1968,8,"2006-2007"
5,1,"Триндюк","Юрій",1968,9,"2006-2007"
5,1,"Шаманов","Валерій",1968,10,"2006-2007"
5,1,"Кий","Сергій",1969,1,"2006-2007"
5,1,"Клюєв","Сергій",1969,2,"2006-2007"
5,1,"Лелюк","Олексій",1969,3,"2006-2007"
5,1,"Чепинога","Віталій",1969,4,"2006-2007"
5,1,"Чудновський","Віталій",1969,5,"2006-2007"
5,1,"Ярощук","Володимир",1969,6,"2006-2007"
5,1,"Буряк","Олександр",1970,1,"2006-2007"
5,1,"Гуменюк","Олег",1970,2,"2006-2007"
5,1,"Мірошниченко","Юрій",1970,3,"2006-2007"
5,1,"Орлов","Андрій",1970,4,"2006-2007"
5,1,"Третьяков","Олександр",1970,5,"2006-2007"
5,1,"Царьов","Олег",1970,6,"2006-2007"
5,1,"Шепелев","Олександр",1970,7,"2006-2007"
5,1,"Горбаль","Василь",1971,1,"2006-2007"
5,1,"Міщенко","Сергій",1971,2,"2006-2007"
5,1,"Святаш","Дмитро",1971,3,"2006-2007"
5,2,"Нетецька","Олена",1972,1,"2006-2007"
5,1,"Борт","Віталій",1972,2,"2006-2007"
5,1,"Лук'янчук","Руслан",1972,3,"2006-2007"
5,1,"Ляшко","Олег",1972,4,"2006-2007"
5,1,"Поляков","Василь",1972,5,"2006-2007"
5,1,"Селіваров","Андрій",1972,6,"2006-2007"
5,1,"Чмир","Юрій",1972,7,"2006-2007"
5,2,"Лижичко","Руслана",1973,1,"2006-2007"
5,1,"Поліщук","Сергій",1973,2,"2006-2007"
5,1,"Портнов","Андрій",1973,3,"2006-2007"
5,1,"Прутнік","Едуард",1973,4,"2006-2007"
5,1,"Шкрібляк","Анатолій",1973,5,"2006-2007"
5,2,"Бондаренко","Олена",1974,1,"2006-2007"
5,1,"Вілкул","Олександр",1974,2,"2006-2007"
5,1,"Веревський","Андрій",1974,3,"2006-2007"
5,1,"Гєллєр","Євгеній",1974,4,"2006-2007"
5,1,"Жеваго","Костянтин",1974,5,"2006-2007"
5,1,"Журавко","Олексій",1974,6,"2006-2007"
5,1,"Князевич","Руслан",1974,7,"2006-2007"
5,1,"Мальцев","Володимир",1974,8,"2006-2007"
5,1,"Тедеєв","Ельбрус",1974,9,"2006-2007"
5,1,"Щербань","Артем",1974,10,"2006-2007"
5,2,"Королевська","Наталія",1975,1,"2006-2007"
5,1,"Олійник","Святослав",1975,2,"2006-2007"
5,1,"Павленко","Юрій",1975,3,"2006-2007"
5,1,"Синиця","Артем",1975,4,"2006-2007"
5,2,"Лукаш","Олена",1976,1,"2006-2007"
5,1,"Зац","Олександр",1976,2,"2006-2007"
5,1,"Луцький","Максим",1976,3,"2006-2007"
5,1,"Пшонка","Артем",1976,4,"2006-2007"
5,1,"Рибаков","Ігор",1976,5,"2006-2007"
5,1,"Хомутиннік","Віталій",1976,6,"2006-2007"
5,1,"Шевченко","Андрій",1976,7,"2006-2007"
5,2,"Ковалевська","Юлія",1977,1,"2006-2007"
5,1,"Філіндаш","Євген",1977,2,"2006-2007"
5,1,"Крючков","Дмитро",1978,1,"2006-2007"
5,1,"Антемюк","Анатолій",1979,1,"2006-2007"
5,1,"Калюжний","Віталій",1979,2,"2006-2007"
5,1,"Пінчук","Андрій",1980,1,"2006-2007"
5,1,"Писаренко","Валерій",1980,2,"2006-2007"
5,2,"Матюха","Валерія",1981,1,"2006-2007"
5,1,"Волошенков","Дмитро",1981,2,"2006-2007"
5,1,"Суслов","Євгеній",1981,3,"2006-2007"
5,1,"Янукович","Віктор",1981,4,"2006-2007"
6,1,"Герасимов","Іван",1921,1,"2007-2012"
6,1,"Сподаренко","Іван",1931,1,"2007-2012"
6,1,"Звягільський","Юхим",1933,1,"2007-2012"
6,1,"Косів","Михайло",1934,1,"2007-2012"
6,1,"Федорчук","Ярослав",1936,1,"2007-2012"
6,1,"Ісаєв","Леонід",1937,1,"2007-2012"
6,1,"Константинов","Євген",1937,2,"2007-2012"
6,1,"Радовець","Арнольд",1937,3,"2007-2012"
6,1,"Богуслаєв","Вячеслав",1938,1,"2007-2012"
6,1,"Дейч","Борис",1938,2,"2007-2012"
6,1,"Зубець","Михайло",1938,3,"2007-2012"
6,1,"Корж","Віталій",1938,4,"2007-2012"
6,1,"Мармазов","Євген",1938,5,"2007-2012"
6,1,"Омельченко","Олександр",1938,6,"2007-2012"
6,1,"Поляченко","Володимир",1938,7,"2007-2012"
6,1,"Білорус","Олег",1939,1,"2007-2012"
6,1,"Мовчан","Павло",1939,2,"2007-2012"
6,1,"Сідельник","Іван",1939,3,"2007-2012"
6,1,"Ткаченко","Олександр",1939,4,"2007-2012"
6,1,"Гнаткевич","Юрій",1940,1,"2007-2012"
6,1,"Кирильчук","Євген",1940,2,"2007-2012"
6,1,"Білаш","Борис",1941,1,"2007-2012"
6,1,"Кендзьор","Ярослав",1941,2,"2007-2012"
6,1,"Крук","Юрій",1941,3,"2007-2012"
6,1,"Плющ","Іван",1941,4,"2007-2012"
6,1,"Таран","Віктор",1941,5,"2007-2012"
6,1,"Шаго","Євген",1941,6,"2007-2012"
6,1,"Притика","Дмитро",1942,1,"2007-2012"
6,1,"Скудар","Георгій",1942,2,"2007-2012"
6,1,"Тищенко","Олег",1942,3,"2007-2012"
6,1,"Яворівський","Володимир",1942,4,"2007-2012"
6,1,"Буджерак","Олександр",1943,1,"2007-2012"
6,1,"Джемілєв","Мустафа",1943,2,"2007-2012"
6,1,"Матвєєв","Валентин",1943,3,"2007-2012"
6,1,"Матвєєв","Володимир",1943,4,"2007-2012"
6,1,"Пєрєдєрій","В'ячеслав",1943,5,"2007-2012"
6,1,"Стоян","Олександр",1943,6,"2007-2012"
6,2,"Мостіпан","Уляна",1944,1,"2007-2012"
6,1,"Коржев","Анатолій",1944,2,"2007-2012"
6,1,"Литвинов","Леонід",1944,3,"2007-2012"
6,1,"Самойленко","Юрій",1944,4,"2007-2012"
6,1,"Янковський","Микола",1944,5,"2007-2012"
6,1,"Коваль","Вячеслав",1945,1,"2007-2012"
6,1,"Комар","Микола",1945,2,"2007-2012"
6,1,"Кравченко","Микола",1945,3,"2007-2012"
6,1,"Самофалов","Геннадій",1945,4,"2007-2012"
6,1,"Табачнік","Яків",1945,5,"2007-2012"
6,1,"Тополов","Віктор",1945,6,"2007-2012"
6,1,"Турманов","Віктор",1945,7,"2007-2012"
6,2,"Сорочинська-Кириленко","Раїса",1946,1,"2007-2012"
6,1,"Бірюк","Лев",1946,2,"2007-2012"
6,1,"Бевзенко","Валерій",1946,3,"2007-2012"
6,1,"Зубов","Валентин",1946,4,"2007-2012"
6,1,"Ландик","Валентин",1946,5,"2007-2012"
6,1,"Петренко","Вадим",1946,6,"2007-2012"
6,1,"Рибак","Володимир",1946,7,"2007-2012"
6,1,"Шпак","Василь",1946,8,"2007-2012"
6,1,"Ющенко","Петро",1946,9,"2007-2012"
6,2,"Ващук","Катерина",1947,1,"2007-2012"
6,1,"Азаров","Микола",1947,2,"2007-2012"
6,1,"Васадзе","Таріел",1947,3,"2007-2012"
6,1,"Глусь","Степан",1947,4,"2007-2012"
6,1,"Давимука","Степан",1947,5,"2007-2012"
6,1,"Демянко","Микола",1947,6,"2007-2012"
6,1,"Дончак","Володимир",1947,7,"2007-2012"
6,1,"Кальченко","Валерій",1947,8,"2007-2012"
6,1,"Кульчинський","Микола",1947,9,"2007-2012"
6,1,"Павленко","Едуард",1947,10,"2007-2012"
6,1,"Скибінецький","Олександр",1947,11,"2007-2012"
6,1,"Хара","Василь",1947,12,"2007-2012"
6,1,"Яцуба","Володимир",1947,13,"2007-2012"
6,2,"Александровська","Алла",1948,1,"2007-2012"
6,2,"Шмельова","Світлана",1948,2,"2007-2012"
6,1,"Євтухов","Василь",1948,3,"2007-2012"
6,1,"Єхануров","Юрій",1948,4,"2007-2012"
6,1,"Грач","Леонід",1948,5,"2007-2012"
6,1,"Даниленко","Володимир",1948,6,"2007-2012"
6,1,"Кисельов","Василь",1948,7,"2007-2012"
6,1,"Колоцей","Юрій",1948,8,"2007-2012"
6,1,"Крайній","Валерій",1948,9,"2007-2012"
6,1,"Потапов","Василь",1948,10,"2007-2012"
6,1,"Шкутяк","Зіновій",1948,11,"2007-2012"
