"convocation","gender","last_name","first_name","year","label","years","start","age_at_start","full_name"
3,1,"Пономаренко","Георгій",1939,6,"1998-2002","1998",59,"Георгій Пономаренко"
3,1,"Раханський","Анатолій",1939,7,"1998-2002","1998",59,"Анатолій Раханський"
3,1,"Сінько","Василь",1939,8,"1998-2002","1998",59,"Василь Сінько"
3,1,"Ткаченко","Олександр",1939,9,"1998-2002","1998",59,"Олександр Ткаченко"
3,2,"Ведмідь","Аліна",1940,1,"1998-2002","1998",58,"Аліна Ведмідь"
3,2,"Ромовська","Зорислава",1940,2,"1998-2002","1998",58,"Зорислава Ромовська"
3,1,"Долженко","Геннадій",1940,3,"1998-2002","1998",58,"Геннадій Долженко"
3,1,"Іоффе","Юлій",1940,4,"1998-2002","1998",58,"Юлій Іоффе"
3,1,"Кирильчук","Євген",1940,5,"1998-2002","1998",58,"Євген Кирильчук"
3,1,"Кондратенко","Анатолій",1940,6,"1998-2002","1998",58,"Анатолій Кондратенко"
3,1,"Круценко","Василь",1940,7,"1998-2002","1998",58,"Василь Круценко"
3,1,"Панасовський","Олег",1940,8,"1998-2002","1998",58,"Олег Панасовський"
3,1,"Парубок","Омелян",1940,9,"1998-2002","1998",58,"Омелян Парубок"
3,1,"Хунов","Анатолій",1940,10,"1998-2002","1998",58,"Анатолій Хунов"
3,1,"Череп","Валерій",1940,11,"1998-2002","1998",58,"Валерій Череп"
3,1,"Аннєнков","Єгор",1941,1,"1998-2002","1998",57,"Єгор Аннєнков"
3,1,"Зачосов","Вадим",1941,2,"1998-2002","1998",57,"Вадим Зачосов"
3,1,"Кендзьор","Ярослав",1941,3,"1998-2002","1998",57,"Ярослав Кендзьор"
3,1,"Крук","Юрій",1941,4,"1998-2002","1998",57,"Юрій Крук"
3,1,"Марчук","Євген",1941,5,"1998-2002","1998",57,"Євген Марчук"
3,1,"Мішура","Валерій",1941,6,"1998-2002","1998",57,"Валерій Мішура"
3,1,"Омеліч","Віктор",1941,7,"1998-2002","1998",57,"Віктор Омеліч"
3,1,"Плющ","Іван",1941,8,"1998-2002","1998",57,"Іван Плющ"
3,1,"Пхиденко","Станіслав",1941,9,"1998-2002","1998",57,"Станіслав Пхиденко"
3,1,"Сіренко","Василь",1941,10,"1998-2002","1998",57,"Василь Сіренко"
3,1,"Таран (Терен)","Віктор",1941,11,"1998-2002","1998",57,"Віктор Таран (Терен)"
3,1,"Черняк","Володимир",1941,12,"1998-2002","1998",57,"Володимир Черняк"
3,1,"Бокий","Іван",1942,1,"1998-2002","1998",56,"Іван Бокий"
3,1,"Глухівський","Лев",1942,2,"1998-2002","1998",56,"Лев Глухівський"
3,1,"Мигович","Іван",1942,3,"1998-2002","1998",56,"Іван Мигович"
3,1,"Павловський","Михайло",1942,4,"1998-2002","1998",56,"Михайло Павловський"
3,1,"Станков","Анатолій",1942,5,"1998-2002","1998",56,"Анатолій Станков"
3,1,"Стоженко","Володимир",1942,6,"1998-2002","1998",56,"Володимир Стоженко"
3,1,"Аніщук","Володимир",1943,1,"1998-2002","1998",55,"Володимир Аніщук"
3,1,"Джемілев","Мустафа",1943,2,"1998-2002","1998",55,"Мустафа Джемілев"
3,1,"Кірімов","Іван",1943,3,"1998-2002","1998",55,"Іван Кірімов"
3,1,"Малолітко","Іван",1943,4,"1998-2002","1998",55,"Іван Малолітко"
3,1,"Матвєєв","Валентин",1943,5,"1998-2002","1998",55,"Валентин Матвєєв"
3,1,"Матвєєв","Володимир",1943,6,"1998-2002","1998",55,"Володимир Матвєєв"
3,1,"Мельников","Орест",1943,7,"1998-2002","1998",55,"Орест Мельников"
3,1,"Мокроусов","Анатолій",1943,8,"1998-2002","1998",55,"Анатолій Мокроусов"
3,1,"Мусієнко","Іван",1943,9,"1998-2002","1998",55,"Іван Мусієнко"
3,1,"Салій","Іван",1943,10,"1998-2002","1998",55,"Іван Салій"
3,1,"Стоян","Олександр",1943,11,"1998-2002","1998",55,"Олександр Стоян"
3,1,"Туш","Михайло",1943,12,"1998-2002","1998",55,"Михайло Туш"
3,1,"Василенко","Анатолій",1944,1,"1998-2002","1998",54,"Анатолій Василенко"
3,1,"Ковалко","Михайло",1944,2,"1998-2002","1998",54,"Михайло Ковалко"
3,1,"Кожин","Борис",1944,3,"1998-2002","1998",54,"Борис Кожин"
3,1,"Козак","Ярослав",1944,4,"1998-2002","1998",54,"Ярослав Козак"
3,1,"Малєвський","Олександр",1944,5,"1998-2002","1998",54,"Олександр Малєвський"
3,1,"Мороз","Олександр",1944,6,"1998-2002","1998",54,"Олександр Мороз"
3,1,"Писаренко","Анатолій",1944,7,"1998-2002","1998",54,"Анатолій Писаренко"
3,1,"Янковський","Микола",1944,8,"1998-2002","1998",54,"Микола Янковський"
3,1,"Кравченко","Микола",1945,1,"1998-2002","1998",53,"Микола Кравченко"
3,1,"Кушніров","Микола",1945,2,"1998-2002","1998",53,"Микола Кушніров"
3,1,"Онуфрійчук","Михайло",1945,3,"1998-2002","1998",53,"Михайло Онуфрійчук"
3,1,"Пейгалайнен","Анатолій",1945,4,"1998-2002","1998",53,"Анатолій Пейгалайнен"
3,1,"Черненко","Віталій",1945,5,"1998-2002","1998",53,"Віталій Черненко"
3,1,"Шмаров","Валерій",1945,6,"1998-2002","1998",53,"Валерій Шмаров"
3,2,"Безугла","Людмила",1946,1,"1998-2002","1998",52,"Людмила Безугла"
3,1,"Кушнір","Олександр",1946,2,"1998-2002","1998",52,"Олександр Кушнір"
3,1,"Мироненко","Віктор",1946,3,"1998-2002","1998",52,"Віктор Мироненко"
3,1,"Пасєка","Микола",1946,4,"1998-2002","1998",52,"Микола Пасєка"
3,1,"Попов","Георгій",1946,5,"1998-2002","1998",52,"Георгій Попов"
3,1,"Рибак","Володимир",1946,6,"1998-2002","1998",52,"Володимир Рибак"
3,1,"Сінченко","Сергій",1946,7,"1998-2002","1998",52,"Сергій Сінченко"
3,1,"Штепа","Валерій",1946,8,"1998-2002","1998",52,"Валерій Штепа"
3,2,"Ващук","Катерина",1947,1,"1998-2002","1998",51,"Катерина Ващук"
3,2,"Марковська","Ніна",1947,2,"1998-2002","1998",51,"Ніна Марковська"
3,2,"Покотило","Ніна",1947,3,"1998-2002","1998",51,"Ніна Покотило"
3,1,"Бережний","Віктор",1947,4,"1998-2002","1998",51,"Віктор Бережний"
3,1,"Буйко","Георгій",1947,5,"1998-2002","1998",51,"Георгій Буйко"
3,1,"Давидов","Володимир",1947,6,"1998-2002","1998",51,"Володимир Давидов"
3,1,"Іванов","Валерій",1947,7,"1998-2002","1998",51,"Валерій Іванов"
3,1,"Кожевніков","Борис",1947,8,"1998-2002","1998",51,"Борис Кожевніков"
3,1,"Оплачко","Володимир",1947,9,"1998-2002","1998",51,"Володимир Оплачко"
3,1,"Петренко","Володимир",1947,10,"1998-2002","1998",51,"Володимир Петренко"
3,1,"Петров","Віктор",1947,11,"1998-2002","1998",51,"Віктор Петров"
3,1,"Сергієнко","Олександр",1947,12,"1998-2002","1998",51,"Олександр Сергієнко"
3,1,"Сімонов","Володимир",1947,13,"1998-2002","1998",51,"Володимир Сімонов"
3,1,"Смірнов","Євген",1947,14,"1998-2002","1998",51,"Євген Смірнов"
3,1,"Сокерчак","Вячеслав",1947,15,"1998-2002","1998",51,"Вячеслав Сокерчак"
3,1,"Фесенко","Костянтин",1947,16,"1998-2002","1998",51,"Костянтин Фесенко"
3,1,"Хазан","Віктор",1947,17,"1998-2002","1998",51,"Віктор Хазан"
3,1,"Хара","Василь",1947,18,"1998-2002","1998",51,"Василь Хара"
3,1,"Черепков","Володимир",1947,19,"1998-2002","1998",51,"Володимир Черепков"
3,1,"Чікал","Адам",1947,20,"1998-2002","1998",51,"Адам Чікал"
3,1,"Ющик","Олексій",1947,21,"1998-2002","1998",51,"Олексій Ющик"
3,2,"Александровська","Алла",1948,1,"1998-2002","1998",50,"Алла Александровська"
3,2,"Гошовська","Валентина",1948,2,"1998-2002","1998",50,"Валентина Гошовська"
3,2,"Пасечна","Людмила",1948,3,"1998-2002","1998",50,"Людмила Пасечна"
3,2,"Проценко","Валентина",1948,4,"1998-2002","1998",50,"Валентина Проценко"
3,2,"Юхимець","Ольга",1948,5,"1998-2002","1998",50,"Ольга Юхимець"
3,1,"Агафонов","Микола",1948,6,"1998-2002","1998",50,"Микола Агафонов"
3,1,"Баулін","Павло",1948,7,"1998-2002","1998",50,"Павло Баулін"
3,1,"Гурвіц","Едуард",1948,8,"1998-2002","1998",50,"Едуард Гурвіц"
3,1,"Довганчин","Григорій",1948,9,"1998-2002","1998",50,"Григорій Довганчин"
3,1,"Єськов","Валентин",1948,10,"1998-2002","1998",50,"Валентин Єськов"
3,1,"Єхануров","Юрій",1948,11,"1998-2002","1998",50,"Юрій Єхануров"
3,1,"Король","Віктор",1948,12,"1998-2002","1998",50,"Віктор Король"
3,1,"Креч","Едуард",1948,13,"1998-2002","1998",50,"Едуард Креч"
3,1,"Кухарчук","Олег",1948,14,"1998-2002","1998",50,"Олег Кухарчук"
3,1,"Кучеренко","Валерій",1948,15,"1998-2002","1998",50,"Валерій Кучеренко"
3,1,"Лавриненко","Микола",1948,16,"1998-2002","1998",50,"Микола Лавриненко"
3,1,"Мичко","Микола",1948,17,"1998-2002","1998",50,"Микола Мичко"
3,1,"Пустовойтов","Володимир",1948,18,"1998-2002","1998",50,"Володимир Пустовойтов"
3,1,"Пухкал","Олександр",1948,19,"1998-2002","1998",50,"Олександр Пухкал"
3,1,"Снігач","Андрій",1948,20,"1998-2002","1998",50,"Андрій Снігач"
3,1,"Стрижко","Леонід",1948,21,"1998-2002","1998",50,"Леонід Стрижко"
3,1,"Чаговець","Василь",1948,22,"1998-2002","1998",50,"Василь Чаговець"
3,1,"Чекалін","Володимир",1948,23,"1998-2002","1998",50,"Володимир Чекалін"
3,1,"Чернічко","Олександр",1948,24,"1998-2002","1998",50,"Олександр Чернічко"
3,2,"Клочко","Марія",1949,1,"1998-2002","1998",49,"Марія Клочко"
3,2,"Федоренко","Любов",1949,2,"1998-2002","1998",49,"Любов Федоренко"
3,1,"Бабурін","Олексій",1949,3,"1998-2002","1998",49,"Олексій Бабурін"
3,1,"Борзов","Валерій",1949,4,"1998-2002","1998",49,"Валерій Борзов"
3,1,"Бортник","Володимир",1949,5,"1998-2002","1998",49,"Володимир Бортник"
3,1,"Єщенко","Володимир",1949,6,"1998-2002","1998",49,"Володимир Єщенко"
3,1,"Карпов","Олександр",1949,7,"1998-2002","1998",49,"Олександр Карпов"
3,1,"Кафарський","Володимир",1949,8,"1998-2002","1998",49,"Володимир Кафарський"
3,1,"Ключковський","Юрій",1949,9,"1998-2002","1998",49,"Юрій Ключковський"
3,1,"Литвак","Олег",1949,10,"1998-2002","1998",49,"Олег Литвак"
3,1,"Литюк","Анатолій",1949,11,"1998-2002","1998",49,"Анатолій Литюк"
3,1,"Масенко","Олександр",1949,12,"1998-2002","1998",49,"Олександр Масенко"
3,1,"Молчанов","Борис",1949,13,"1998-2002","1998",49,"Борис Молчанов"
3,1,"Мороз","Анатолій",1949,14,"1998-2002","1998",49,"Анатолій Мороз"
3,1,"Мухін","Володимир",1949,15,"1998-2002","1998",49,"Володимир Мухін"
3,1,"Нечипорук","Володимир",1949,16,"1998-2002","1998",49,"Володимир Нечипорук"
3,1,"Новик","Анатолій",1949,17,"1998-2002","1998",49,"Анатолій Новик"
3,1,"Онопенко","Василь",1949,18,"1998-2002","1998",49,"Василь Онопенко"
3,1,"Охріменко","Костянтин",1949,19,"1998-2002","1998",49,"Костянтин Охріменко"
3,1,"Понеділко","Віктор",1949,20,"1998-2002","1998",49,"Віктор Понеділко"
3,1,"Правденко","Сергій",1949,21,"1998-2002","1998",49,"Сергій Правденко"
3,1,"Роєнко","Віктор",1949,22,"1998-2002","1998",49,"Віктор Роєнко"
3,1,"Савенко","Михайло",1949,23,"1998-2002","1998",49,"Михайло Савенко"
3,1,"Самойленко","Юрій",1949,24,"1998-2002","1998",49,"Юрій Самойленко"
3,1,"Суркіс","Григорій",1949,25,"1998-2002","1998",49,"Григорій Суркіс"
3,1,"Цибенко","Петро",1949,26,"1998-2002","1998",49,"Петро Цибенко"
3,1,"Чичков","Валерій",1949,27,"1998-2002","1998",49,"Валерій Чичков"
3,2,"Трофименко","Лариса",1950,1,"1998-2002","1998",48,"Лариса Трофименко"
3,1,"Арабаджи","Володимир",1950,2,"1998-2002","1998",48,"Володимир Арабаджи"
3,1,"Борзих","Олександр",1950,3,"1998-2002","1998",48,"Олександр Борзих"
3,1,"Власов","Володимир",1950,4,"1998-2002","1998",48,"Володимир Власов"
3,1,"Грачов","Олег",1950,5,"1998-2002","1998",48,"Олег Грачов"
3,1,"Гудима","Олександр",1950,6,"1998-2002","1998",48,"Олександр Гудима"
3,1,"Кирил","Володимир",1950,7,"1998-2002","1998",48,"Володимир Кирил"
3,1,"Кононов","Віталій",1950,8,"1998-2002","1998",48,"Віталій Кононов"
3,1,"Косаківський","Леонід",1950,9,"1998-2002","1998",48,"Леонід Косаківський"
3,1,"Кощинець","Василь",1950,10,"1998-2002","1998",48,"Василь Кощинець"
3,1,"Левченко","Анатолій",1950,11,"1998-2002","1998",48,"Анатолій Левченко"
3,1,"Мартинюк","Адам",1950,12,"1998-2002","1998",48,"Адам Мартинюк"
3,1,"Семиноженко","Володимир",1950,13,"1998-2002","1998",48,"Володимир Семиноженко"
3,1,"Спіженко","Юрій",1950,14,"1998-2002","1998",48,"Юрій Спіженко"
3,1,"Тіщенко","Олександр",1950,15,"1998-2002","1998",48,"Олександр Тіщенко"
3,1,"Тропін","Володимир",1950,16,"1998-2002","1998",48,"Володимир Тропін"
3,1,"Філіпчук","Георгій",1950,17,"1998-2002","1998",48,"Георгій Філіпчук"
3,1,"Щербань","Володимир",1950,18,"1998-2002","1998",48,"Володимир Щербань"
3,2,"Вітренко","Наталія",1951,1,"1998-2002","1998",47,"Наталія Вітренко"
3,2,"Самойлик","Катерина",1951,2,"1998-2002","1998",47,"Катерина Самойлик"
3,2,"Штепа","Наталія",1951,3,"1998-2002","1998",47,"Наталія Штепа"
3,1,"Баранчик","Іван",1951,4,"1998-2002","1998",47,"Іван Баранчик"
3,1,"Білик","Анатолій",1951,5,"1998-2002","1998",47,"Анатолій Білик"
3,1,"Бойчук","Іван",1951,6,"1998-2002","1998",47,"Іван Бойчук"
3,1,"Борщевський","Віктор",1951,7,"1998-2002","1998",47,"Віктор Борщевський"
3,1,"Гуцол","Михайло",1951,8,"1998-2002","1998",47,"Михайло Гуцол"
3,1,"Дроботов","Анатолій",1951,9,"1998-2002","1998",47,"Анатолій Дроботов"
3,1,"Іщенко","Олексій",1951,10,"1998-2002","1998",47,"Олексій Іщенко"
3,1,"Костенко","Юрій",1951,11,"1998-2002","1998",47,"Юрій Костенко"
3,1,"Омельченко","Григорій",1951,12,"1998-2002","1998",47,"Григорій Омельченко"
3,1,"Петренко","Дмитро",1951,13,"1998-2002","1998",47,"Дмитро Петренко"
3,1,"Сидорчук","Михайло",1951,14,"1998-2002","1998",47,"Михайло Сидорчук"
3,1,"Тищенко","Павло",1951,15,"1998-2002","1998",47,"Павло Тищенко"
3,1,"Черновецький","Леонід",1951,16,"1998-2002","1998",47,"Леонід Черновецький"
3,1,"Шмідт","Роман",1951,17,"1998-2002","1998",47,"Роман Шмідт"
3,1,"Яценко","Володимир",1951,18,"1998-2002","1998",47,"Володимир Яценко"
3,1,"Блохін","Олег",1952,1,"1998-2002","1998",46,"Олег Блохін"
3,1,"Бондаренко","Володимир",1952,2,"1998-2002","1998",46,"Володимир Бондаренко"
3,1,"Буждиган","Пилип",1952,3,"1998-2002","1998",46,"Пилип Буждиган"
3,1,"Гавриш","Степан",1952,4,"1998-2002","1998",46,"Степан Гавриш"
3,1,"Гаркуша","Олексій",1952,5,"1998-2002","1998",46,"Олексій Гаркуша"
3,1,"Довгань","Сергій",1952,6,"1998-2002","1998",46,"Сергій Довгань"
3,1,"Заєць","Іван",1952,7,"1998-2002","1998",46,"Іван Заєць"
3,1,"Іванов","Сергій",1952,8,"1998-2002","1998",46,"Сергій Іванов"
3,1,"Корчинський","Анатолій",1952,9,"1998-2002","1998",46,"Анатолій Корчинський"
3,1,"Кухарчук","Микола",1952,10,"1998-2002","1998",46,"Микола Кухарчук"
3,1,"Левцун","Володимир",1952,11,"1998-2002","1998",46,"Володимир Левцун"
3,1,"Мангул","Анатолій",1952,12,"1998-2002","1998",46,"Анатолій Мангул"
3,1,"Пересунько","Сергій",1952,13,"1998-2002","1998",46,"Сергій Пересунько"
3,1,"Симоненко","Петро",1952,14,"1998-2002","1998",46,"Петро Симоненко"
3,1,"Степанов","Михайло",1952,15,"1998-2002","1998",46,"Михайло Степанов"
3,1,"Фурдичко","Орест",1952,16,"1998-2002","1998",46,"Орест Фурдичко"
3,1,"Хмельовий","Анатолій",1952,17,"1998-2002","1998",46,"Анатолій Хмельовий"
3,1,"Чиж","Іван",1952,18,"1998-2002","1998",46,"Іван Чиж"
3,1,"Чичканов","Сергій",1952,19,"1998-2002","1998",46,"Сергій Чичканов"
3,1,"Чобіт","Дмитро",1952,20,"1998-2002","1998",46,"Дмитро Чобіт"
3,1,"Шпак","Олександр",1952,21,"1998-2002","1998",46,"Олександр Шпак"
3,1,"Яковенко","Олександр",1952,22,"1998-2002","1998",46,"Олександр Яковенко"
3,2,"Богатирьова","Раїса",1953,1,"1998-2002","1998",45,"Раїса Богатирьова"
3,1,"Алексєєв","Володимир",1953,2,"1998-2002","1998",45,"Володимир Алексєєв"
3,1,"Асадчев","Валерій",1953,3,"1998-2002","1998",45,"Валерій Асадчев"
3,1,"Бабич","Валерій",1953,4,"1998-2002","1998",45,"Валерій Бабич"
3,1,"Беспалий","Борис",1953,5,"1998-2002","1998",45,"Борис Беспалий"
3,1,"Білас","Іван",1953,6,"1998-2002","1998",45,"Іван Білас"
3,1,"Богатиренко","Анатолій",1953,7,"1998-2002","1998",45,"Анатолій Богатиренко"
3,1,"Васильєв","Геннадій",1953,8,"1998-2002","1998",45,"Геннадій Васильєв"
3,1,"Донченко","Юрій",1953,9,"1998-2002","1998",45,"Юрій Донченко"
3,1,"Квятковський","Ігор",1953,10,"1998-2002","1998",45,"Ігор Квятковський"
3,1,"Кузнєцов","Олександр",1953,11,"1998-2002","1998",45,"Олександр Кузнєцов"
3,1,"Кулик","Олександр",1953,12,"1998-2002","1998",45,"Олександр Кулик"
3,1,"Лазаренко","Павло",1953,13,"1998-2002","1998",45,"Павло Лазаренко"
3,1,"Марченко","Володимир",1953,14,"1998-2002","1998",45,"Володимир Марченко"
3,1,"Матвієнко","Анатолій",1953,15,"1998-2002","1998",45,"Анатолій Матвієнко"
3,1,"Поляков","Сергій",1953,16,"1998-2002","1998",45,"Сергій Поляков"
3,1,"Рябченко","Олександр",1953,17,"1998-2002","1998",45,"Олександр Рябченко"
3,1,"Шишкін","Віктор",1953,18,"1998-2002","1998",45,"Віктор Шишкін"
3,2,"Бєлоусова","Ірина",1954,1,"1998-2002","1998",44,"Ірина Бєлоусова"
3,1,"Бойко","Богдан",1954,2,"1998-2002","1998",44,"Богдан Бойко"
3,1,"Гмиря","Сергій",1954,3,"1998-2002","1998",44,"Сергій Гмиря"
3,1,"Головатий","Сергій",1954,4,"1998-2002","1998",44,"Сергій Головатий"
3,1,"Ківалов","Сергій",1954,5,"1998-2002","1998",44,"Сергій Ківалов"
3,1,"Кінах","Анатолій",1954,6,"1998-2002","1998",44,"Анатолій Кінах"
3,1,"Кіяшко","Сергій",1954,7,"1998-2002","1998",44,"Сергій Кіяшко"
3,1,"Костусєв","Олексій",1954,8,"1998-2002","1998",44,"Олексій Костусєв"
3,1,"Кузнєцов","Павло",1954,9,"1998-2002","1998",44,"Павло Кузнєцов"
3,1,"Лантух","Василь",1954,10,"1998-2002","1998",44,"Василь Лантух"
3,1,"Лісогорський","Олексій",1954,11,"1998-2002","1998",44,"Олексій Лісогорський"
3,1,"Мазуренко","Володимир",1954,12,"1998-2002","1998",44,"Володимир Мазуренко"
3,1,"Медведчук","Віктор",1954,13,"1998-2002","1998",44,"Віктор Медведчук"
3,1,"Москвін","Сергій",1954,14,"1998-2002","1998",44,"Сергій Москвін"
3,1,"Пинзеник","Віктор",1954,15,"1998-2002","1998",44,"Віктор Пинзеник"
3,1,"Полюхович","Іван",1954,16,"1998-2002","1998",44,"Іван Полюхович"
3,1,"Потімков","Сергій",1954,17,"1998-2002","1998",44,"Сергій Потімков"
3,1,"Сахно","Юрій",1954,18,"1998-2002","1998",44,"Юрій Сахно"
3,1,"Черенков","Олександр",1954,19,"1998-2002","1998",44,"Олександр Черенков"
3,1,"Шевченко","Віталій",1954,20,"1998-2002","1998",44,"Віталій Шевченко"
3,2,"Бондаренко","Олена",1955,1,"1998-2002","1998",43,"Олена Бондаренко"
3,1,"Гаврилов","Ігор",1955,2,"1998-2002","1998",43,"Ігор Гаврилов"
3,1,"Горбатов","Валерій",1955,3,"1998-2002","1998",43,"Валерій Горбатов"
3,1,"Єрмак","Анатолій",1955,4,"1998-2002","1998",43,"Анатолій Єрмак"
3,1,"Журавський","Віталій",1955,5,"1998-2002","1998",43,"Віталій Журавський"
3,1,"Кононенко","Юрій",1955,6,"1998-2002","1998",43,"Юрій Кононенко"
3,1,"Мартиновський","Валерій",1955,7,"1998-2002","1998",43,"Валерій Мартиновський"
3,1,"Марченко","Олексій",1955,8,"1998-2002","1998",43,"Олексій Марченко"
3,1,"Морозов","Анатолій",1955,9,"1998-2002","1998",43,"Анатолій Морозов"
3,1,"Сігал","Євген",1955,10,"1998-2002","1998",43,"Євген Сігал"
3,1,"Суслов","Віктор",1955,11,"1998-2002","1998",43,"Віктор Суслов"
3,1,"Танасов","Сергій",1955,12,"1998-2002","1998",43,"Сергій Танасов"
3,1,"Ткаленко","Іван",1955,13,"1998-2002","1998",43,"Іван Ткаленко"
3,1,"Федорин","Ярослав",1955,14,"1998-2002","1998",43,"Ярослав Федорин"
3,1,"Філенко","Володимир",1955,15,"1998-2002","1998",43,"Володимир Філенко"
3,1,"Чародєєв","Олександр",1955,16,"1998-2002","1998",43,"Олександр Чародєєв"
3,1,"Чорноволенко","Олександр",1955,17,"1998-2002","1998",43,"Олександр Чорноволенко"
3,1,"Чукмасов","Сергій",1955,18,"1998-2002","1998",43,"Сергій Чукмасов"
3,1,"Шевчук","Сергій",1955,19,"1998-2002","1998",43,"Сергій Шевчук"
3,1,"Андресюк","Борис",1956,1,"1998-2002","1998",42,"Борис Андресюк"
3,1,"Вінський","Йосип",1956,2,"1998-2002","1998",42,"Йосип Вінський"
3,1,"Іщенко","Олег",1956,3,"1998-2002","1998",42,"Олег Іщенко"
3,1,"Кириленко","Іван",1956,4,"1998-2002","1998",42,"Іван Кириленко"
3,1,"Костицький","Василь",1956,5,"1998-2002","1998",42,"Василь Костицький"
3,1,"Лавринович","Олександр",1956,6,"1998-2002","1998",42,"Олександр Лавринович"
3,1,"Моісеєнко","Володимир",1956,7,"1998-2002","1998",42,"Володимир Моісеєнко"
3,1,"Наливайко","Анатолій",1956,8,"1998-2002","1998",42,"Анатолій Наливайко"
3,1,"Настенко","Олександр",1956,9,"1998-2002","1998",42,"Олександр Настенко"
3,1,"Ніколаєнко","Станіслав",1956,10,"1998-2002","1998",42,"Станіслав Ніколаєнко"
3,1,"Павленко","Сергій",1956,11,"1998-2002","1998",42,"Сергій Павленко"
3,1,"Песоцький","Микола",1956,12,"1998-2002","1998",42,"Микола Песоцький"
3,1,"Подгорний","Сергій",1956,13,"1998-2002","1998",42,"Сергій Подгорний"
3,1,"Подобєдов","Сергій",1956,14,"1998-2002","1998",42,"Сергій Подобєдов"
3,1,"Ременюк","Олексій",1956,15,"1998-2002","1998",42,"Олексій Ременюк"
3,1,"Сафронов","Станіслав",1956,16,"1998-2002","1998",42,"Станіслав Сафронов"
3,1,"Сизенко","Юрій",1956,17,"1998-2002","1998",42,"Юрій Сизенко"
3,1,"Сирота","Михайло",1956,18,"1998-2002","1998",42,"Михайло Сирота"
3,1,"Слободян","Олександр",1956,19,"1998-2002","1998",42,"Олександр Слободян"
3,1,"Шпиг","Федір",1956,20,"1998-2002","1998",42,"Федір Шпиг"
3,2,"Григорович","Лілія",1957,1,"1998-2002","1998",41,"Лілія Григорович"
3,2,"Семенюк","Валентина",1957,2,"1998-2002","1998",41,"Валентина Семенюк"
3,1,"Альохін","Володимир",1957,3,"1998-2002","1998",41,"Володимир Альохін"
3,1,"Альошин","Валерій",1957,4,"1998-2002","1998",41,"Валерій Альошин"
3,1,"Бондарчук","Олександр",1957,5,"1998-2002","1998",41,"Олександр Бондарчук"
3,1,"Гриневецький","Сергій",1957,6,"1998-2002","1998",41,"Сергій Гриневецький"
3,1,"Жердицький","Віктор",1957,7,"1998-2002","1998",41,"Віктор Жердицький"
3,1,"Жир","Олександр",1957,8,"1998-2002","1998",41,"Олександр Жир"
3,1,"Кармазін","Юрій",1957,9,"1998-2002","1998",41,"Юрій Кармазін"
3,1,"Матвієнков","Сергій",1957,10,"1998-2002","1998",41,"Сергій Матвієнков"
3,1,"Мельник","Петро",1957,11,"1998-2002","1998",41,"Петро Мельник"
3,1,"Райковський","Броніслав",1957,12,"1998-2002","1998",41,"Броніслав Райковський"
3,1,"Романчук","Петро",1957,13,"1998-2002","1998",41,"Петро Романчук"
3,1,"Салигін","Василь",1957,14,"1998-2002","1998",41,"Василь Салигін"
3,1,"Сас","Сергій",1957,15,"1998-2002","1998",41,"Сергій Сас"
3,1,"Терещук","Василь",1957,16,"1998-2002","1998",41,"Василь Терещук"
3,1,"Чубаров","Рефат",1957,17,"1998-2002","1998",41,"Рефат Чубаров"
3,1,"Шеховцов","Олексій",1957,18,"1998-2002","1998",41,"Олексій Шеховцов"
3,2,"Лимар","Наталія",1958,1,"1998-2002","1998",40,"Наталія Лимар"
3,1,"Акопян","Валерій",1958,2,"1998-2002","1998",40,"Валерій Акопян"
3,1,"Ананко","Євген",1958,3,"1998-2002","1998",40,"Євген Ананко"
3,1,"Кирюшин","Ігор",1958,4,"1998-2002","1998",40,"Ігор Кирюшин"
3,1,"Костинюк","Богдан",1958,5,"1998-2002","1998",40,"Богдан Костинюк"
3,1,"Плужніков","Ігор",1958,6,"1998-2002","1998",40,"Ігор Плужніков"
3,1,"Рись","Сергій",1958,7,"1998-2002","1998",40,"Сергій Рись"
3,1,"Червоній","Василь",1958,8,"1998-2002","1998",40,"Василь Червоній"
3,1,"Бродський","Михайло",1959,1,"1998-2002","1998",39,"Михайло Бродський"
3,1,"Данильчук","Олександр",1959,2,"1998-2002","1998",39,"Олександр Данильчук"
3,1,"Ємець","Олександр",1959,3,"1998-2002","1998",39,"Олександр Ємець"
3,1,"Кириченко","Микола",1959,4,"1998-2002","1998",39,"Микола Кириченко"
3,1,"Кривошея","Сергій",1959,5,"1998-2002","1998",39,"Сергій Кривошея"
3,1,"Курикін","Сергій",1959,6,"1998-2002","1998",39,"Сергій Курикін"
3,1,"Осташ","Ігор",1959,7,"1998-2002","1998",39,"Ігор Осташ"
3,1,"Пашковський","Леонід",1959,8,"1998-2002","1998",39,"Леонід Пашковський"
3,1,"Развадовський","Віктор",1959,9,"1998-2002","1998",39,"Віктор Развадовський"
3,1,"Ржавський","Олександр",1959,10,"1998-2002","1998",39,"Олександр Ржавський"
3,2,"Богословська","Інна",1960,1,"1998-2002","1998",38,"Інна Богословська"
3,2,"Мазур","Олена",1960,2,"1998-2002","1998",38,"Олена Мазур"
3,2,"Тимошенко","Юлія",1960,3,"1998-2002","1998",38,"Юлія Тимошенко"
3,1,"Габер","Микола",1960,4,"1998-2002","1998",38,"Микола Габер"
3,1,"Джоджик","Ярослав",1960,5,"1998-2002","1998",38,"Ярослав Джоджик"
