"convocation","gender","last_name","first_name","year","years","start","age_at_start","full_name","label"
3,1,"Стоженко","Володимир",1942,"1998-2002","1998",56,"Володимир Стоженко",6
3,1,"Аніщук","Володимир",1943,"1998-2002","1998",55,"Володимир Аніщук",1
3,1,"Джемілев","Мустафа",1943,"1998-2002","1998",55,"Мустафа Джемілев",2
3,1,"Кірімов","Іван",1943,"1998-2002","1998",55,"Іван Кірімов",3
3,1,"Малолітко","Іван",1943,"1998-2002","1998",55,"Іван Малолітко",4
3,1,"Матвєєв","Валентин",1943,"1998-2002","1998",55,"Валентин Матвєєв",5
3,1,"Матвєєв","Володимир",1943,"1998-2002","1998",55,"Володимир Матвєєв",6
3,1,"Мельников","Орест",1943,"1998-2002","1998",55,"Орест Мельников",7
3,1,"Мокроусов","Анатолій",1943,"1998-2002","1998",55,"Анатолій Мокроусов",8
3,1,"Мусієнко","Іван",1943,"1998-2002","1998",55,"Іван Мусієнко",9
3,1,"Салій","Іван",1943,"1998-2002","1998",55,"Іван Салій",10
3,1,"Стоян","Олександр",1943,"1998-2002","1998",55,"Олександр Стоян",11
3,1,"Туш","Михайло",1943,"1998-2002","1998",55,"Михайло Туш",12
3,1,"Василенко","Анатолій",1944,"1998-2002","1998",54,"Анатолій Василенко",1
3,1,"Ковалко","Михайло",1944,"1998-2002","1998",54,"Михайло Ковалко",2
3,1,"Кожин","Борис",1944,"1998-2002","1998",54,"Борис Кожин",3
3,1,"Козак","Ярослав",1944,"1998-2002","1998",54,"Ярослав Козак",4
3,1,"Малєвський","Олександр",1944,"1998-2002","1998",54,"Олександр Малєвський",5
3,1,"Мороз","Олександр",1944,"1998-2002","1998",54,"Олександр Мороз",6
3,1,"Писаренко","Анатолій",1944,"1998-2002","1998",54,"Анатолій Писаренко",7
3,1,"Янковський","Микола",1944,"1998-2002","1998",54,"Микола Янковський",8
3,1,"Кравченко","Микола",1945,"1998-2002","1998",53,"Микола Кравченко",1
3,1,"Кушніров","Микола",1945,"1998-2002","1998",53,"Микола Кушніров",2
3,1,"Онуфрійчук","Михайло",1945,"1998-2002","1998",53,"Михайло Онуфрійчук",3
3,1,"Пейгалайнен","Анатолій",1945,"1998-2002","1998",53,"Анатолій Пейгалайнен",4
3,1,"Черненко","Віталій",1945,"1998-2002","1998",53,"Віталій Черненко",5
3,1,"Шмаров","Валерій",1945,"1998-2002","1998",53,"Валерій Шмаров",6
3,2,"Безугла","Людмила",1946,"1998-2002","1998",52,"Людмила Безугла",1
3,1,"Кушнір","Олександр",1946,"1998-2002","1998",52,"Олександр Кушнір",2
3,1,"Мироненко","Віктор",1946,"1998-2002","1998",52,"Віктор Мироненко",3
3,1,"Пасєка","Микола",1946,"1998-2002","1998",52,"Микола Пасєка",4
3,1,"Попов","Георгій",1946,"1998-2002","1998",52,"Георгій Попов",5
3,1,"Рибак","Володимир",1946,"1998-2002","1998",52,"Володимир Рибак",6
3,1,"Сінченко","Сергій",1946,"1998-2002","1998",52,"Сергій Сінченко",7
3,1,"Штепа","Валерій",1946,"1998-2002","1998",52,"Валерій Штепа",8
3,2,"Ващук","Катерина",1947,"1998-2002","1998",51,"Катерина Ващук",1
3,2,"Марковська","Ніна",1947,"1998-2002","1998",51,"Ніна Марковська",2
3,2,"Покотило","Ніна",1947,"1998-2002","1998",51,"Ніна Покотило",3
3,1,"Бережний","Віктор",1947,"1998-2002","1998",51,"Віктор Бережний",4
3,1,"Буйко","Георгій",1947,"1998-2002","1998",51,"Георгій Буйко",5
3,1,"Давидов","Володимир",1947,"1998-2002","1998",51,"Володимир Давидов",6
3,1,"Іванов","Валерій",1947,"1998-2002","1998",51,"Валерій Іванов",7
3,1,"Кожевніков","Борис",1947,"1998-2002","1998",51,"Борис Кожевніков",8
3,1,"Оплачко","Володимир",1947,"1998-2002","1998",51,"Володимир Оплачко",9
3,1,"Петренко","Володимир",1947,"1998-2002","1998",51,"Володимир Петренко",10
3,1,"Петров","Віктор",1947,"1998-2002","1998",51,"Віктор Петров",11
3,1,"Сергієнко","Олександр",1947,"1998-2002","1998",51,"Олександр Сергієнко",12
3,1,"Сімонов","Володимир",1947,"1998-2002","1998",51,"Володимир Сімонов",13
3,1,"Смірнов","Євген",1947,"1998-2002","1998",51,"Євген Смірнов",14
3,1,"Сокерчак","Вячеслав",1947,"1998-2002","1998",51,"Вячеслав Сокерчак",15
3,1,"Фесенко","Костянтин",1947,"1998-2002","1998",51,"Костянтин Фесенко",16
3,1,"Хазан","Віктор",1947,"1998-2002","1998",51,"Віктор Хазан",17
3,1,"Хара","Василь",1947,"1998-2002","1998",51,"Василь Хара",18
3,1,"Черепков","Володимир",1947,"1998-2002","1998",51,"Володимир Черепков",19
3,1,"Чікал","Адам",1947,"1998-2002","1998",51,"Адам Чікал",20
3,1,"Ющик","Олексій",1947,"1998-2002","1998",51,"Олексій Ющик",21
3,2,"Александровська","Алла",1948,"1998-2002","1998",50,"Алла Александровська",1
3,2,"Гошовська","Валентина",1948,"1998-2002","1998",50,"Валентина Гошовська",2
3,2,"Пасечна","Людмила",1948,"1998-2002","1998",50,"Людмила Пасечна",3
3,2,"Проценко","Валентина",1948,"1998-2002","1998",50,"Валентина Проценко",4
3,2,"Юхимець","Ольга",1948,"1998-2002","1998",50,"Ольга Юхимець",5
3,1,"Агафонов","Микола",1948,"1998-2002","1998",50,"Микола Агафонов",6
3,1,"Баулін","Павло",1948,"1998-2002","1998",50,"Павло Баулін",7
3,1,"Гурвіц","Едуард",1948,"1998-2002","1998",50,"Едуард Гурвіц",8
3,1,"Довганчин","Григорій",1948,"1998-2002","1998",50,"Григорій Довганчин",9
3,1,"Єськов","Валентин",1948,"1998-2002","1998",50,"Валентин Єськов",10
3,1,"Єхануров","Юрій",1948,"1998-2002","1998",50,"Юрій Єхануров",11
3,1,"Король","Віктор",1948,"1998-2002","1998",50,"Віктор Король",12
3,1,"Креч","Едуард",1948,"1998-2002","1998",50,"Едуард Креч",13
3,1,"Кухарчук","Олег",1948,"1998-2002","1998",50,"Олег Кухарчук",14
3,1,"Кучеренко","Валерій",1948,"1998-2002","1998",50,"Валерій Кучеренко",15
3,1,"Лавриненко","Микола",1948,"1998-2002","1998",50,"Микола Лавриненко",16
3,1,"Мичко","Микола",1948,"1998-2002","1998",50,"Микола Мичко",17
3,1,"Пустовойтов","Володимир",1948,"1998-2002","1998",50,"Володимир Пустовойтов",18
3,1,"Пухкал","Олександр",1948,"1998-2002","1998",50,"Олександр Пухкал",19
3,1,"Снігач","Андрій",1948,"1998-2002","1998",50,"Андрій Снігач",20
3,1,"Стрижко","Леонід",1948,"1998-2002","1998",50,"Леонід Стрижко",21
3,1,"Чаговець","Василь",1948,"1998-2002","1998",50,"Василь Чаговець",22
3,1,"Чекалін","Володимир",1948,"1998-2002","1998",50,"Володимир Чекалін",23
3,1,"Чернічко","Олександр",1948,"1998-2002","1998",50,"Олександр Чернічко",24
3,2,"Клочко","Марія",1949,"1998-2002","1998",49,"Марія Клочко",1
3,2,"Федоренко","Любов",1949,"1998-2002","1998",49,"Любов Федоренко",2
3,1,"Бабурін","Олексій",1949,"1998-2002","1998",49,"Олексій Бабурін",3
3,1,"Борзов","Валерій",1949,"1998-2002","1998",49,"Валерій Борзов",4
3,1,"Бортник","Володимир",1949,"1998-2002","1998",49,"Володимир Бортник",5
3,1,"Єщенко","Володимир",1949,"1998-2002","1998",49,"Володимир Єщенко",6
3,1,"Карпов","Олександр",1949,"1998-2002","1998",49,"Олександр Карпов",7
3,1,"Кафарський","Володимир",1949,"1998-2002","1998",49,"Володимир Кафарський",8
3,1,"Ключковський","Юрій",1949,"1998-2002","1998",49,"Юрій Ключковський",9
3,1,"Литвак","Олег",1949,"1998-2002","1998",49,"Олег Литвак",10
3,1,"Литюк","Анатолій",1949,"1998-2002","1998",49,"Анатолій Литюк",11
3,1,"Масенко","Олександр",1949,"1998-2002","1998",49,"Олександр Масенко",12
3,1,"Молчанов","Борис",1949,"1998-2002","1998",49,"Борис Молчанов",13
3,1,"Мороз","Анатолій",1949,"1998-2002","1998",49,"Анатолій Мороз",14
3,1,"Мухін","Володимир",1949,"1998-2002","1998",49,"Володимир Мухін",15
3,1,"Нечипорук","Володимир",1949,"1998-2002","1998",49,"Володимир Нечипорук",16
3,1,"Новик","Анатолій",1949,"1998-2002","1998",49,"Анатолій Новик",17
3,1,"Онопенко","Василь",1949,"1998-2002","1998",49,"Василь Онопенко",18
3,1,"Охріменко","Костянтин",1949,"1998-2002","1998",49,"Костянтин Охріменко",19
3,1,"Понеділко","Віктор",1949,"1998-2002","1998",49,"Віктор Понеділко",20
3,1,"Правденко","Сергій",1949,"1998-2002","1998",49,"Сергій Правденко",21
3,1,"Роєнко","Віктор",1949,"1998-2002","1998",49,"Віктор Роєнко",22
3,1,"Савенко","Михайло",1949,"1998-2002","1998",49,"Михайло Савенко",23
3,1,"Самойленко","Юрій",1949,"1998-2002","1998",49,"Юрій Самойленко",24
3,1,"Суркіс","Григорій",1949,"1998-2002","1998",49,"Григорій Суркіс",25
3,1,"Цибенко","Петро",1949,"1998-2002","1998",49,"Петро Цибенко",26
3,1,"Чичков","Валерій",1949,"1998-2002","1998",49,"Валерій Чичков",27
3,2,"Трофименко","Лариса",1950,"1998-2002","1998",48,"Лариса Трофименко",1
3,1,"Арабаджи","Володимир",1950,"1998-2002","1998",48,"Володимир Арабаджи",2
3,1,"Борзих","Олександр",1950,"1998-2002","1998",48,"Олександр Борзих",3
3,1,"Власов","Володимир",1950,"1998-2002","1998",48,"Володимир Власов",4
3,1,"Грачов","Олег",1950,"1998-2002","1998",48,"Олег Грачов",5
3,1,"Гудима","Олександр",1950,"1998-2002","1998",48,"Олександр Гудима",6
3,1,"Кирил","Володимир",1950,"1998-2002","1998",48,"Володимир Кирил",7
3,1,"Кононов","Віталій",1950,"1998-2002","1998",48,"Віталій Кононов",8
3,1,"Косаківський","Леонід",1950,"1998-2002","1998",48,"Леонід Косаківський",9
3,1,"Кощинець","Василь",1950,"1998-2002","1998",48,"Василь Кощинець",10
3,1,"Левченко","Анатолій",1950,"1998-2002","1998",48,"Анатолій Левченко",11
3,1,"Мартинюк","Адам",1950,"1998-2002","1998",48,"Адам Мартинюк",12
3,1,"Семиноженко","Володимир",1950,"1998-2002","1998",48,"Володимир Семиноженко",13
3,1,"Спіженко","Юрій",1950,"1998-2002","1998",48,"Юрій Спіженко",14
3,1,"Тіщенко","Олександр",1950,"1998-2002","1998",48,"Олександр Тіщенко",15
3,1,"Тропін","Володимир",1950,"1998-2002","1998",48,"Володимир Тропін",16
3,1,"Філіпчук","Георгій",1950,"1998-2002","1998",48,"Георгій Філіпчук",17
3,1,"Щербань","Володимир",1950,"1998-2002","1998",48,"Володимир Щербань",18
3,2,"Вітренко","Наталія",1951,"1998-2002","1998",47,"Наталія Вітренко",1
3,2,"Самойлик","Катерина",1951,"1998-2002","1998",47,"Катерина Самойлик",2
3,2,"Штепа","Наталія",1951,"1998-2002","1998",47,"Наталія Штепа",3
3,1,"Баранчик","Іван",1951,"1998-2002","1998",47,"Іван Баранчик",4
3,1,"Білик","Анатолій",1951,"1998-2002","1998",47,"Анатолій Білик",5
3,1,"Бойчук","Іван",1951,"1998-2002","1998",47,"Іван Бойчук",6
3,1,"Борщевський","Віктор",1951,"1998-2002","1998",47,"Віктор Борщевський",7
3,1,"Гуцол","Михайло",1951,"1998-2002","1998",47,"Михайло Гуцол",8
3,1,"Дроботов","Анатолій",1951,"1998-2002","1998",47,"Анатолій Дроботов",9
3,1,"Іщенко","Олексій",1951,"1998-2002","1998",47,"Олексій Іщенко",10
3,1,"Костенко","Юрій",1951,"1998-2002","1998",47,"Юрій Костенко",11
3,1,"Омельченко","Григорій",1951,"1998-2002","1998",47,"Григорій Омельченко",12
3,1,"Петренко","Дмитро",1951,"1998-2002","1998",47,"Дмитро Петренко",13
3,1,"Сидорчук","Михайло",1951,"1998-2002","1998",47,"Михайло Сидорчук",14
3,1,"Тищенко","Павло",1951,"1998-2002","1998",47,"Павло Тищенко",15
3,1,"Черновецький","Леонід",1951,"1998-2002","1998",47,"Леонід Черновецький",16
3,1,"Шмідт","Роман",1951,"1998-2002","1998",47,"Роман Шмідт",17
3,1,"Яценко","Володимир",1951,"1998-2002","1998",47,"Володимир Яценко",18
3,1,"Блохін","Олег",1952,"1998-2002","1998",46,"Олег Блохін",1
3,1,"Бондаренко","Володимир",1952,"1998-2002","1998",46,"Володимир Бондаренко",2
3,1,"Буждиган","Пилип",1952,"1998-2002","1998",46,"Пилип Буждиган",3
3,1,"Гавриш","Степан",1952,"1998-2002","1998",46,"Степан Гавриш",4
3,1,"Гаркуша","Олексій",1952,"1998-2002","1998",46,"Олексій Гаркуша",5
3,1,"Довгань","Сергій",1952,"1998-2002","1998",46,"Сергій Довгань",6
3,1,"Заєць","Іван",1952,"1998-2002","1998",46,"Іван Заєць",7
3,1,"Іванов","Сергій",1952,"1998-2002","1998",46,"Сергій Іванов",8
3,1,"Корчинський","Анатолій",1952,"1998-2002","1998",46,"Анатолій Корчинський",9
3,1,"Кухарчук","Микола",1952,"1998-2002","1998",46,"Микола Кухарчук",10
3,1,"Левцун","Володимир",1952,"1998-2002","1998",46,"Володимир Левцун",11
3,1,"Мангул","Анатолій",1952,"1998-2002","1998",46,"Анатолій Мангул",12
3,1,"Пересунько","Сергій",1952,"1998-2002","1998",46,"Сергій Пересунько",13
3,1,"Симоненко","Петро",1952,"1998-2002","1998",46,"Петро Симоненко",14
3,1,"Степанов","Михайло",1952,"1998-2002","1998",46,"Михайло Степанов",15
3,1,"Фурдичко","Орест",1952,"1998-2002","1998",46,"Орест Фурдичко",16
3,1,"Хмельовий","Анатолій",1952,"1998-2002","1998",46,"Анатолій Хмельовий",17
3,1,"Чиж","Іван",1952,"1998-2002","1998",46,"Іван Чиж",18
3,1,"Чичканов","Сергій",1952,"1998-2002","1998",46,"Сергій Чичканов",19
3,1,"Чобіт","Дмитро",1952,"1998-2002","1998",46,"Дмитро Чобіт",20
3,1,"Шпак","Олександр",1952,"1998-2002","1998",46,"Олександр Шпак",21
3,1,"Яковенко","Олександр",1952,"1998-2002","1998",46,"Олександр Яковенко",22
3,2,"Богатирьова","Раїса",1953,"1998-2002","1998",45,"Раїса Богатирьова",1
3,1,"Алексєєв","Володимир",1953,"1998-2002","1998",45,"Володимир Алексєєв",2
3,1,"Асадчев","Валерій",1953,"1998-2002","1998",45,"Валерій Асадчев",3
3,1,"Бабич","Валерій",1953,"1998-2002","1998",45,"Валерій Бабич",4
3,1,"Беспалий","Борис",1953,"1998-2002","1998",45,"Борис Беспалий",5
3,1,"Білас","Іван",1953,"1998-2002","1998",45,"Іван Білас",6
3,1,"Богатиренко","Анатолій",1953,"1998-2002","1998",45,"Анатолій Богатиренко",7
3,1,"Васильєв","Геннадій",1953,"1998-2002","1998",45,"Геннадій Васильєв",8
3,1,"Донченко","Юрій",1953,"1998-2002","1998",45,"Юрій Донченко",9
3,1,"Квятковський","Ігор",1953,"1998-2002","1998",45,"Ігор Квятковський",10
3,1,"Кузнєцов","Олександр",1953,"1998-2002","1998",45,"Олександр Кузнєцов",11
3,1,"Кулик","Олександр",1953,"1998-2002","1998",45,"Олександр Кулик",12
3,1,"Лазаренко","Павло",1953,"1998-2002","1998",45,"Павло Лазаренко",13
3,1,"Марченко","Володимир",1953,"1998-2002","1998",45,"Володимир Марченко",14
3,1,"Матвієнко","Анатолій",1953,"1998-2002","1998",45,"Анатолій Матвієнко",15
3,1,"Поляков","Сергій",1953,"1998-2002","1998",45,"Сергій Поляков",16
3,1,"Рябченко","Олександр",1953,"1998-2002","1998",45,"Олександр Рябченко",17
3,1,"Шишкін","Віктор",1953,"1998-2002","1998",45,"Віктор Шишкін",18
3,2,"Бєлоусова","Ірина",1954,"1998-2002","1998",44,"Ірина Бєлоусова",1
3,1,"Бойко","Богдан",1954,"1998-2002","1998",44,"Богдан Бойко",2
3,1,"Гмиря","Сергій",1954,"1998-2002","1998",44,"Сергій Гмиря",3
3,1,"Головатий","Сергій",1954,"1998-2002","1998",44,"Сергій Головатий",4
3,1,"Ківалов","Сергій",1954,"1998-2002","1998",44,"Сергій Ківалов",5
3,1,"Кінах","Анатолій",1954,"1998-2002","1998",44,"Анатолій Кінах",6
3,1,"Кіяшко","Сергій",1954,"1998-2002","1998",44,"Сергій Кіяшко",7
3,1,"Костусєв","Олексій",1954,"1998-2002","1998",44,"Олексій Костусєв",8
3,1,"Кузнєцов","Павло",1954,"1998-2002","1998",44,"Павло Кузнєцов",9
3,1,"Лантух","Василь",1954,"1998-2002","1998",44,"Василь Лантух",10
3,1,"Лісогорський","Олексій",1954,"1998-2002","1998",44,"Олексій Лісогорський",11
3,1,"Мазуренко","Володимир",1954,"1998-2002","1998",44,"Володимир Мазуренко",12
3,1,"Медведчук","Віктор",1954,"1998-2002","1998",44,"Віктор Медведчук",13
3,1,"Москвін","Сергій",1954,"1998-2002","1998",44,"Сергій Москвін",14
3,1,"Пинзеник","Віктор",1954,"1998-2002","1998",44,"Віктор Пинзеник",15
3,1,"Полюхович","Іван",1954,"1998-2002","1998",44,"Іван Полюхович",16
3,1,"Потімков","Сергій",1954,"1998-2002","1998",44,"Сергій Потімков",17
3,1,"Сахно","Юрій",1954,"1998-2002","1998",44,"Юрій Сахно",18
3,1,"Черенков","Олександр",1954,"1998-2002","1998",44,"Олександр Черенков",19
3,1,"Шевченко","Віталій",1954,"1998-2002","1998",44,"Віталій Шевченко",20
3,2,"Бондаренко","Олена",1955,"1998-2002","1998",43,"Олена Бондаренко",1
3,1,"Гаврилов","Ігор",1955,"1998-2002","1998",43,"Ігор Гаврилов",2
3,1,"Горбатов","Валерій",1955,"1998-2002","1998",43,"Валерій Горбатов",3
3,1,"Єрмак","Анатолій",1955,"1998-2002","1998",43,"Анатолій Єрмак",4
3,1,"Журавський","Віталій",1955,"1998-2002","1998",43,"Віталій Журавський",5
3,1,"Кононенко","Юрій",1955,"1998-2002","1998",43,"Юрій Кононенко",6
3,1,"Мартиновський","Валерій",1955,"1998-2002","1998",43,"Валерій Мартиновський",7
3,1,"Марченко","Олексій",1955,"1998-2002","1998",43,"Олексій Марченко",8
3,1,"Морозов","Анатолій",1955,"1998-2002","1998",43,"Анатолій Морозов",9
3,1,"Сігал","Євген",1955,"1998-2002","1998",43,"Євген Сігал",10
3,1,"Суслов","Віктор",1955,"1998-2002","1998",43,"Віктор Суслов",11
3,1,"Танасов","Сергій",1955,"1998-2002","1998",43,"Сергій Танасов",12
3,1,"Ткаленко","Іван",1955,"1998-2002","1998",43,"Іван Ткаленко",13
3,1,"Федорин","Ярослав",1955,"1998-2002","1998",43,"Ярослав Федорин",14
3,1,"Філенко","Володимир",1955,"1998-2002","1998",43,"Володимир Філенко",15
3,1,"Чародєєв","Олександр",1955,"1998-2002","1998",43,"Олександр Чародєєв",16
3,1,"Чорноволенко","Олександр",1955,"1998-2002","1998",43,"Олександр Чорноволенко",17
3,1,"Чукмасов","Сергій",1955,"1998-2002","1998",43,"Сергій Чукмасов",18
3,1,"Шевчук","Сергій",1955,"1998-2002","1998",43,"Сергій Шевчук",19
3,1,"Андресюк","Борис",1956,"1998-2002","1998",42,"Борис Андресюк",1
3,1,"Вінський","Йосип",1956,"1998-2002","1998",42,"Йосип Вінський",2
3,1,"Іщенко","Олег",1956,"1998-2002","1998",42,"Олег Іщенко",3
3,1,"Кириленко","Іван",1956,"1998-2002","1998",42,"Іван Кириленко",4
3,1,"Костицький","Василь",1956,"1998-2002","1998",42,"Василь Костицький",5
3,1,"Лавринович","Олександр",1956,"1998-2002","1998",42,"Олександр Лавринович",6
3,1,"Моісеєнко","Володимир",1956,"1998-2002","1998",42,"Володимир Моісеєнко",7
3,1,"Наливайко","Анатолій",1956,"1998-2002","1998",42,"Анатолій Наливайко",8
3,1,"Настенко","Олександр",1956,"1998-2002","1998",42,"Олександр Настенко",9
3,1,"Ніколаєнко","Станіслав",1956,"1998-2002","1998",42,"Станіслав Ніколаєнко",10
3,1,"Павленко","Сергій",1956,"1998-2002","1998",42,"Сергій Павленко",11
3,1,"Песоцький","Микола",1956,"1998-2002","1998",42,"Микола Песоцький",12
3,1,"Подгорний","Сергій",1956,"1998-2002","1998",42,"Сергій Подгорний",13
3,1,"Подобєдов","Сергій",1956,"1998-2002","1998",42,"Сергій Подобєдов",14
3,1,"Ременюк","Олексій",1956,"1998-2002","1998",42,"Олексій Ременюк",15
3,1,"Сафронов","Станіслав",1956,"1998-2002","1998",42,"Станіслав Сафронов",16
3,1,"Сизенко","Юрій",1956,"1998-2002","1998",42,"Юрій Сизенко",17
3,1,"Сирота","Михайло",1956,"1998-2002","1998",42,"Михайло Сирота",18
3,1,"Слободян","Олександр",1956,"1998-2002","1998",42,"Олександр Слободян",19
3,1,"Шпиг","Федір",1956,"1998-2002","1998",42,"Федір Шпиг",20
3,2,"Григорович","Лілія",1957,"1998-2002","1998",41,"Лілія Григорович",1
3,2,"Семенюк","Валентина",1957,"1998-2002","1998",41,"Валентина Семенюк",2
3,1,"Альохін","Володимир",1957,"1998-2002","1998",41,"Володимир Альохін",3
3,1,"Альошин","Валерій",1957,"1998-2002","1998",41,"Валерій Альошин",4
3,1,"Бондарчук","Олександр",1957,"1998-2002","1998",41,"Олександр Бондарчук",5
3,1,"Гриневецький","Сергій",1957,"1998-2002","1998",41,"Сергій Гриневецький",6
3,1,"Жердицький","Віктор",1957,"1998-2002","1998",41,"Віктор Жердицький",7
3,1,"Жир","Олександр",1957,"1998-2002","1998",41,"Олександр Жир",8
3,1,"Кармазін","Юрій",1957,"1998-2002","1998",41,"Юрій Кармазін",9
3,1,"Матвієнков","Сергій",1957,"1998-2002","1998",41,"Сергій Матвієнков",10
3,1,"Мельник","Петро",1957,"1998-2002","1998",41,"Петро Мельник",11
3,1,"Райковський","Броніслав",1957,"1998-2002","1998",41,"Броніслав Райковський",12
3,1,"Романчук","Петро",1957,"1998-2002","1998",41,"Петро Романчук",13
3,1,"Салигін","Василь",1957,"1998-2002","1998",41,"Василь Салигін",14
3,1,"Сас","Сергій",1957,"1998-2002","1998",41,"Сергій Сас",15
3,1,"Терещук","Василь",1957,"1998-2002","1998",41,"Василь Терещук",16
3,1,"Чубаров","Рефат",1957,"1998-2002","1998",41,"Рефат Чубаров",17
3,1,"Шеховцов","Олексій",1957,"1998-2002","1998",41,"Олексій Шеховцов",18
3,2,"Лимар","Наталія",1958,"1998-2002","1998",40,"Наталія Лимар",1
3,1,"Акопян","Валерій",1958,"1998-2002","1998",40,"Валерій Акопян",2
3,1,"Ананко","Євген",1958,"1998-2002","1998",40,"Євген Ананко",3
3,1,"Кирюшин","Ігор",1958,"1998-2002","1998",40,"Ігор Кирюшин",4
3,1,"Костинюк","Богдан",1958,"1998-2002","1998",40,"Богдан Костинюк",5
3,1,"Плужніков","Ігор",1958,"1998-2002","1998",40,"Ігор Плужніков",6
3,1,"Рись","Сергій",1958,"1998-2002","1998",40,"Сергій Рись",7
3,1,"Червоній","Василь",1958,"1998-2002","1998",40,"Василь Червоній",8
3,1,"Бродський","Михайло",1959,"1998-2002","1998",39,"Михайло Бродський",1
3,1,"Данильчук","Олександр",1959,"1998-2002","1998",39,"Олександр Данильчук",2
3,1,"Ємець","Олександр",1959,"1998-2002","1998",39,"Олександр Ємець",3
3,1,"Кириченко","Микола",1959,"1998-2002","1998",39,"Микола Кириченко",4
3,1,"Кривошея","Сергій",1959,"1998-2002","1998",39,"Сергій Кривошея",5
3,1,"Курикін","Сергій",1959,"1998-2002","1998",39,"Сергій Курикін",6
3,1,"Осташ","Ігор",1959,"1998-2002","1998",39,"Ігор Осташ",7
3,1,"Пашковський","Леонід",1959,"1998-2002","1998",39,"Леонід Пашковський",8
3,1,"Развадовський","Віктор",1959,"1998-2002","1998",39,"Віктор Развадовський",9
3,1,"Ржавський","Олександр",1959,"1998-2002","1998",39,"Олександр Ржавський",10
3,2,"Богословська","Інна",1960,"1998-2002","1998",38,"Інна Богословська",1
3,2,"Мазур","Олена",1960,"1998-2002","1998",38,"Олена Мазур",2
3,2,"Тимошенко","Юлія",1960,"1998-2002","1998",38,"Юлія Тимошенко",3
3,1,"Габер","Микола",1960,"1998-2002","1998",38,"Микола Габер",4
3,1,"Джоджик","Ярослав",1960,"1998-2002","1998",38,"Ярослав Джоджик",5
3,1,"Єдін","Олександр",1960,"1998-2002","1998",38,"Олександр Єдін",6
3,1,"Квят","Вячеслав",1960,"1998-2002","1998",38,"Вячеслав Квят",7
3,1,"Красняков","Євген",1960,"1998-2002","1998",38,"Євген Красняков",8
3,1,"Миримський","Лев",1960,"1998-2002","1998",38,"Лев Миримський",9
3,1,"Петров","Олег",1960,"1998-2002","1998",38,"Олег Петров",10
3,1,"Пінчук","Віктор",1960,"1998-2002","1998",38,"Віктор Пінчук",11
3,1,"Устенко","Петро",1960,"1998-2002","1998",38,"Петро Устенко",12
3,1,"Чубатенко","Олександр",1960,"1998-2002","1998",38,"Олександр Чубатенко",13
3,2,"Антоньєва","Ганна",1961,"1998-2002","1998",37,"Ганна Антоньєва",1
3,1,"Балашов","Геннадій",1961,"1998-2002","1998",37,"Геннадій Балашов",2
3,1,"Горбачов","Віктор",1961,"1998-2002","1998",37,"Віктор Горбачов",3
3,1,"Жовтяк","Євген",1961,"1998-2002","1998",37,"Євген Жовтяк",4
3,1,"Кириченко","Сергій",1961,"1998-2002","1998",37,"Сергій Кириченко",5
3,1,"Кучеренко","Олексій",1961,"1998-2002","1998",37,"Олексій Кучеренко",6
3,1,"Мартиненко","Микола",1961,"1998-2002","1998",37,"Микола Мартиненко",7
3,1,"Пилипчук","Ігор",1961,"1998-2002","1998",37,"Ігор Пилипчук",8
3,1,"Тихонов","Сергій",1961,"1998-2002","1998",37,"Сергій Тихонов",9
3,1,"Шаров","Ігор",1961,"1998-2002","1998",37,"Ігор Шаров",10
3,1,"Юшко","Ігор",1961,"1998-2002","1998",37,"Ігор Юшко",11
3,1,"Корнійчук","Ігор",1962,"1998-2002","1998",36,"Ігор Корнійчук",1
3,1,"Ларін","Сергій",1962,"1998-2002","1998",36,"Сергій Ларін",2
3,1,"Місюра","Вадим",1962,"1998-2002","1998",36,"Вадим Місюра",3
3,1,"Насалик","Ігор",1962,"1998-2002","1998",36,"Ігор Насалик",4
3,1,"Ратушний","Михайло",1962,"1998-2002","1998",36,"Михайло Ратушний",5
3,1,"Чайка","Віктор",1962,"1998-2002","1998",36,"Віктор Чайка",6
3,1,"Юхновський","Олег",1962,"1998-2002","1998",36,"Олег Юхновський",7
3,1,"Бакай","Ігор",1963,"1998-2002","1998",35,"Ігор Бакай",1
3,1,"Губський","Богдан",1963,"1998-2002","1998",35,"Богдан Губський",2
3,1,"Дашутін","Григорій",1963,"1998-2002","1998",35,"Григорій Дашутін",3
3,1,"Манчуленко","Георгій",1963,"1998-2002","1998",35,"Георгій Манчуленко",4
3,1,"Сацюк","Володимир",1963,"1998-2002","1998",35,"Володимир Сацюк",5
3,1,"Табачник","Дмитро",1963,"1998-2002","1998",35,"Дмитро Табачник",6
3,1,"Терьохін","Сергій",1963,"1998-2002","1998",35,"Сергій Терьохін",7
3,1,"Цушко","Василь",1963,"1998-2002","1998",35,"Василь Цушко",8
3,2,"Синенко","Світлана",1964,"1998-2002","1998",34,"Світлана Синенко",1
3,1,"Горошкевич","Олександр",1964,"1998-2002","1998",34,"Олександр Горошкевич",2
3,1,"Коломойцев-Рибалка","Валерій",1964,"1998-2002","1998",34,"Валерій Коломойцев-Рибалка",3
3,1,"Лєщинський","Олександр",1964,"1998-2002","1998",34,"Олександр Лєщинський",4
3,1,"Попеску","Іван",1964,"1998-2002","1998",34,"Іван Попеску",5
